name,address,zipcode,phone,cuisine,ID
boon sik zip,"11 w 32nd st, food gallery 32,",10001,,korean,145
barilla restaurants,"108 w 32nd st, ,",10001,6468477171.0,italian,146
company,"230 9th ave, ,",10001,2122431105.0,pizza bars italian,147
broadway bites,"33rd & broadway, ,",10001,,food court food trucks,148
turntable coffee & music,"34 w 32nd st, fl 5",10001,2125944344.0,coffee & tea american (traditional) cafes,149
bombay sandwich co,"48 w 27th st, ,",10001,6467819756.0,indian vegan vegetarian,150
uncle nicks greek cuisine,"382 8th ave, ,",10001,2126090500.0,greek mediterranean,151
hanamichi,"28 w 32nd st, ,",10001,2127365393.0,japanese korean sushi bars,152
hanbat restaurant,"53 w 35th st, ,",10001,2126295588.0,korean seafood,155
entree,"240 w 35th st, ste b,",10001,2126956655.0,american (new) delis breakfast & brunch,156
niles restaurant,"371 7th ave, ,",10001,2126290210.0,bars american (new),157
chandni restaurant,"13 w 29th st, ,",10001,2126864456.0,indian,158
gardenia deli,"404 8th ave, ,",10001,2127365617.0,delis,159
frying pan,"pier 66 maritime, ,",10001,2129896363.0,landmarks & historical buildings,160
mcdonald's,"151 w 34th st, ,",10001,2125941964.0,burgers fast food,161
savory and sweet,"398 10th ave, ,",10001,2129675795.0,bakeries cafes,162
no. 7 sub,"1188 broadway, ,",10001,2125321680.0,sandwiches,163
songkran,"330 8th ave,",10001,2122398792.0,thai,165
swagat indian restaurant,"205 w 29th st, ,",10001,2129677373.0,indian,166
little italy pizza,"401 7th ave, ,",10001,2126439933.0,pizza,169
crompton ale house,"159 w 26th st,",10001,2126580089.0,bars american (new),170
roll & katsu kitchen,"11 w 32nd st, ste 5,",10001,6466205992.0,sushi bars korean japanese,171
la bella stella,"460 w 34th st, ,",10001,2126439797.0,pizza,172
230 fifth rooftop bar,"230 fifth ave,",10001,2127254300.0,cocktail bars american (new),174
moya,"793 6th ave, ,",10001,,chicken wings korean,175
uncle jack's steakhouse - westside,"440 9th ave, ,",10001,2122440005.0,steakhouses breakfast & brunch seafood,177
lasani restaurant,15 w 29th st,10001,2126833737.0,indian middle eastern pakistani,178
gruppo ristoratori italiani,"322 8th ave ste 1701, ,",10001,2122622128.0,pizza,179
porchlight,"271 11th ave, ,",10001,2129816188.0,cocktail bars,180
ajisen ramen,"136 w 28th st,",10001,6466380888.0,ramen sushi bars,182
bottino,"246 10th ave, ,",10001,2122066766.0,italian,183
teremok,"358 7th ave,",10001,9174727322.0,russian breakfast & brunch salad,184
cafe r,"116 w 32nd st, ,",10001,2126959550.0,food court american (new) breakfast & brunch,186
son ja jang,"34 w 32nd st,",10001,2127360029.0,chinese,187
blue dog cafe,"101 w 25th st, ,",10001,2122299222.0,american (new) american (traditional),188
excuse my french,"96 orchard st, ,",10002,2127809600.0,bars tapas bars french,189
simple,"109 eldridge st, ,",10002,6468708292.0,japanese american (new) hawaiian,190
the boil,"139 chrystie st,",10002,2129258815.0,cajun/creole seafood wine bars,191
the whales,"71 clinton st, ,",10002,6468821305.0,korean cocktail bars chicken wings,192
rabbit house,"76 forsyth st,",10002,2123434200.0,japanese tapas bars,193
sweet chick,"178 ludlow st, ,",10002,6466570233.0,american (traditional),194
la  contenta,"102 norfolk st, ,",10002,2124324180.0,mexican bars breakfast & brunch,195
l.e.s kitchen,"15 essex st, ,",10002,6469522313.0,burgers sandwiches,197
bing kitchen,"71 orchard st,",10002,2122262710.0,chinese taiwanese asian fusion,198
to two boonsik,"97 canal st,",10002,,korean,199
pig and khao,"68 clinton st, ,",10002,2129204485.0,filipino thai asian fusion,200
lao di fang,"28 forsyth st, ,",10002,2129417678.0,chinese,201
the stanton social,"99 stanton st, ,",10002,2129950099.0,breakfast & brunch tapas/small plates lounges,202
lam zhou handmade noodle,"144 e broadway, ,",10002,2125666933.0,chinese noodles,204
verlaine,"110 rivington st, ,",10002,2126142494.0,tapas/small plates lounges,205
the burgary,"67 clinton st, ,",10002,2125296900.0,burgers,206
jasmine's,"302 broome st,",10002,6469983184.0,french,208
spaghetti incident,"231 eldridge st, ,",10002,6468961446.0,italian breakfast & brunch salad,209
katz's delicatessen,"205 e houston st, ,",10002,2122542246.0,delis sandwiches,210
café medi,107 rivington st,10002,2127968040.0,mediterranean cafes,211
les enfants de boheme,"177 henry st, ,",10002,6464764843.0,french cafes cocktail bars,212
clinton street baking company,"4 clinton st, ,",10002,6466026263.0,breakfast & brunch,213
wah fung no 1,"79 chrystie st, ,",10002,2129255175.0,chinese barbeque fast food,214
benson's nyc,"181 essex st,",10002,6467915765.0,breakfast & brunch burgers,215
the jetty,"131 orchard st,",10002,,mexican breakfast & brunch pop-up restaurants,219
taverna di bacco,"175 ludlow st, ,",10002,2124770077.0,italian cocktail bars,220
cheeky sandwiches,"35 orchard st, ,",10002,6465048132.0,sandwiches,221
delilah,"155 rivington st,",10002,2127772520.0,mediterranean cocktail bars tapas/small plates,222
21 shanghai house,"21 division st, ,",10002,2122268998.0,shanghainese,224
dirty french,"ludlow hotel, 180 ludlow st,",10002,2122543000.0,french,225
beauty & essex,146 essex st,10002,2126140146.0,bars american (new) tapas/small plates,226
poutine please,"7 clinton st, ,",10002,,food stands poutineries,228
gentleman farmer,"40 rivington st,",10002,2126772172.0,american (new) french,229
nakamura,"172 delancey st., ,",10002,2126141810.0,ramen,230
the meatball shop,"84 stanton st, ,",10002,2129828895.0,italian american (traditional),231
moemen,"201 allen st, ,",10002,6469186877.0,middle eastern,233
the masalawala,"179 essex st, ,",10002,2123589300.0,indian pakistani,234
barrio chino,"253 broome st,",10002,2122286710.0,mexican bars,236
wassail,"162 orchard st, ,",10002,6469186835.0,american (new) cocktail bars,237
osaka grub,"120 essex st, ,",10002,9292667252.0,japanese,238
cocoron,"61 delancey st, ,",10002,2129255220.0,japanese,239
the lucky bee,"252 broome st, ,",10002,8443644286.0,thai asian fusion cocktail bars,240
gaia italian café,"251 e houston st, ,",10002,6463503977.0,italian,241
mezetto,"161 e houston st, ,",10002,2129334587.0,mediterranean seafood breakfast & brunch,242
speedy romeo,"63 clinton st, ,",10002,2125296300.0,pizza steakhouses italian,243
russ & daughters cafe,"127 orchard st, ,",10002,2124754881.0,breakfast & brunch seafood,245
the metrograph commissary,"7 ludlow st,",10002,2126600312.0,american (new) lounges,246
russ & daughters,"179 e houston st, ,",10002,2124754880.0,specialty food bagels delis,247
claw daddy's,"185 orchard st, ,",10002,6465906816.0,cajun/creole seafood,248
yopparai,"151 rivington st, 1st fl,",10002,2127777253.0,japanese,249
contra,"138 orchard st, ,",10002,2124664633.0,american (new),252
balvanera,"152 stanton st, ,",10002,2125333348.0,argentine,254
le french diner,"188 orchard st, ,",10002,2127771577.0,french,255
libation,"137 ludlow st, ,",10002,2125292153.0,american (new) dance clubs,256
shu jiao fu zhou cuisine restaurant,118 eldridge st,10002,2126252532.0,chinese noodles,259
kottu house,"250 broome st, ,",10002,6467819222.0,sri lankan,260
red compass,"154 orchard st, ,",10002,2124739100.0,mediterranean modern european wine bars,261
99 favor taste,"285 grand st, ,",10002,6466829122.0,hot pot barbeque,262
cheese grille,"188 allen st, ,",10002,2124609383.0,american (traditional) comfort food sandwiches,263
wildair,"142 orchard st, ,",10002,6469645624.0,american (new),264
kiki's,"130 division st, ,",10002,6468827052.0,greek salad,265
taste of northern china,"88 e broadway, suite 106,",10002,9173028831.0,chinese,266
chloe81 blue,"81 ludlow st,",10002,2126770067.0,seafood jazz & blues american (traditional),267
clancey,"79 clinton st,",10002,9173883575.0,american (new) beer bar breakfast & brunch,268
big hing wong,"300 grand st, ,",10002,2129251662.0,chinese seafood soup,269
zest,"249 broome st, ,",10002,2126773158.0,sushi bars japanese thai,271
sammy's roumanian steakhouse,"157 chrystie st, ,",10002,2126730330.0,steakhouses,272
black crescent,"76 clinton st, ,",10002,2124771771.0,bars seafood,275
bar goto,"245 eldridge st, ,",10002,2124754411.0,cocktail bars japanese,276
el luchador taqueria,"132 ludlow st, ,",10002,6466783468.0,mexican,277
mission chinese,"171 e broadway, ,",10002,2124320311.0,chinese desserts cocktail bars,278
patacon pisao,"139 essex st, ,",10002,6466785913.0,venezuelan sandwiches,279
fung tu,"22 orchard st, ,",10002,2122198785.0,asian fusion chinese,280
louie and chan,"303 broome st, ,",10002,2128372816.0,italian lounges cocktail bars,281
hill and dale,"115 allen st, ,",10002,2124201115.0,bars american (new),282
round k,"99 allen st,",10002,9174751423.0,coffee & tea breakfast & brunch bagels,283
super taste,"26 eldridge st,",10002,6462830999.0,noodles taiwanese,285
the ten bells,"247 broome st, ,",10002,2122284450.0,wine bars tapas bars,286
azasu,"49 clinton st, ,",10002,2127777069.0,japanese sandwiches cocktail bars,287
spicy village,"68 forsyth st, ste b,",10002,2126258299.0,chinese,288
spreadhouse cafe,"116 suffolk st, ,",10002,6465246353.0,coffee & tea cafes wine bars,289
forgtmenot,"138 division st, ,",10002,6467073195.0,bars american (new),290
king's kitchen,"92 e broadway, ,",10002,2129667288.0,chinese,291
shui mei cafe,"67 e broadway, ,",10002,2127912819.0,cafes chinese,292
wolfnights,"99 rivington st,",10002,6466698070.0,sandwiches,293
la gamelle,"241 bowery, ,",10002,2123880052.0,french,294
tre,"173 ludlow st, ,",10002,2123533353.0,italian,296
lucky plaza restaurant,"81 chrystie st, ,",10002,2122198868.0,chinese,297
charrua,"131 essex st,",10002,2126775838.0,latin american,299
the john lamb,"120 allen st, 119 orchard st,",10002,2123924244.0,cocktail bars american (new) tapas/small plates,300
soy,"102 suffolk st, ,",10002,2122531158.0,japanese,301
pho vietnam 87,"87 chrystie st, ,",10002,2127750999.0,vietnamese,302
sakamai,"157 ludlow st, ,",10002,6465900684.0,japanese tapas/small plates cocktail bars,303
gen ramen house,"112 eldridge st,",10002,2129669696.0,ramen dim sum,304
fools gold nyc,"145 e houston st, ,",10002,2126732337.0,gastropubs pubs cocktail bars,305
la margarita pizza,"151 ludlow st, ,",10002,2122281233.0,pizza,306
sel rrose,"1 delancey st, ,",10002,2122262510.0,cocktail bars seafood cafes,309
souvlaki gr,"116 stanton st, ,",10002,2127770116.0,greek,310
long xin restaurant,"50 eldridge st, ,",10002,,chinese,311
rizzo's fine pizza,"17 clinton st, ,",10002,6464541262.0,pizza,312
farmhouse restaurant,"81 ludlow st, ,",10002,2126779383.0,american (new) breakfast & brunch,313
kam boat bakery & cafe,"111 bowery st, ,",10002,2122741822.0,bakeries cafes,314
le turtle,"177 chrystie st, ,",10002,6469187189.0,modern european french,315
bite of hong kong 泰仁軒,"81 chrystie st, ,",10002,2122198868.0,seafood cantonese,316
jadis,"42 rivington st, ,",10002,2122541675.0,french wine bars,317
koneko,"26 clinton st, ,",10002,6463705699.0,cafes venues & event spaces breakfast & brunch,319
dimes,"49 canal st, ,",10002,2129251300.0,american (new) salad breakfast & brunch,321
ling kee beef jerky,"42 canal st, ,",10002,2129651206.0,chinese barbeque,323
congee bowery,"207 bowery, ,",10002,2127662828.0,chinese,324
little chair cafe,"47 monroe st,",10002,,coffee & tea sandwiches salad,325
blue ribbon sushi izakaya,"187 orchard st, ,",10002,2124660404.0,asian fusion sushi bars breakfast & brunch,326
cup & saucer,"89 canal st, ,",10002,2129253298.0,diners chinese,328
wu's wonton king,"165 e broadway, ,",10002,2124771111.0,cantonese seafood dim sum,329
lee chung cafe,"82 madison st, ,",10002,2122335142.0,coffee & tea chinese,330
dirt candy,"86 allen st, ,",10002,2122287732.0,vegetarian vegan,331
hotel chantelle,"92 ludlow st, ,",10002,2122549100.0,french bars,332
tiny's giant sandwich shop,"129 rivington st, ,",10002,2122284919.0,sandwiches,333
congee village,"100 allen st, ,",10002,2129411818.0,cantonese,334
wong wah bakery house,"83 canal st, ,",10002,2123438077.0,bakeries chinese,335
an choi,"85 orchard st, ,",10002,2122263700.0,vietnamese sandwiches,336
kong kee,"212 grand st, ,",10002,7189372746.0,chinese,337
el rey coffee and luncheonette,"100 stanton, ,",10002,2122603950.0,coffee & tea american (new),339
les crêpes & taqueria,"25a essex st, ,",10002,9179241484.0,mexican,340
china north dumpling,"27 essex st, ste a,",10002,2125292700.0,chinese,341
scarr's pizza,"22 orchard st, ,",10002,2123343481.0,pizza,342
cheesesteak factory,"191 e houston st,",10002,2123750700.0,sandwiches desserts,343
formosa cafe,34 eldridge st,10002,7188643018.0,bubble tea chinese taiwanese,344
yonah schimmel's knish bakery,"137 e houston st, ,",10002,2124772858.0,bakeries,345
pause cafe,"3 clinton st, ,",10002,2126775415.0,moroccan cafes juice bars & smoothies,346
carol's bun,"139 e broadway, ,",10002,2125660203.0,chinese,347
loho gourmet deli,"204 clinton st, ,",10002,2126194900.0,delis,348
99 cents fresh slice pizza,"105 stanton st, ,",10002,2123350803.0,pizza,349
petee's pie company,"61 delancey st, ,",10002,2129662526.0,bakeries comfort food coffee & tea,350
cata restaurant,"245 bowery, ,",10002,2125052282.0,tapas/small plates cocktail bars mediterranean,351
golden unicorn,"18 e broadway, ,",10002,2129410911.0,dim sum cantonese,352
jes coffee,"47 market st, ,",10002,6464623398.0,cafes,355
tu do restaurant corporation,"119 bowery, ,",10002,2129662666.0,restaurants,356
black cat les,"172 rivington st, ,",10002,6469187711.0,coffee & tea breakfast & brunch vegan,357
sons of essex,"133 essex st, ,",10002,2126747100.0,american (new) bars breakfast & brunch,358
essex taqueria,"123 essex st, ,",10002,2122608226.0,mexican,359
macondo east,"157 e houston st, ,",10002,2124739900.0,latin american tapas bars,360
ying qian fuzhou restaurant,"68 forsyth street, ,",10002,2122199933.0,chinese,361
peasant stock,"120 essex st, ,",10002,9176019776.0,soup,362
cong ly restaurant,"124 hester st, ,",10002,2123431111.0,vietnamese,363
casa mezcal,"86 orchard st, ,",10002,2127772661.0,mexican,364
new wong rest,"103 e broadway, ,",10002,6468789474.0,chinese,365
sticky rice,"85 orchard st, ,",10002,2122748208.0,thai barbeque cocktail bars,366
sushiya,"117 e houston st, ,",10002,,sushi bars,369
bistroshopp,"124 ridge st, ,",10002,6468330848.0,food stands burgers fast food,370
williamsburg pizza,"277 broome st, ,",10002,2122264455.0,pizza,371
s wan cafe,85 eldridge st lower e,10002,2129668269.0,cafes chinese,372
schiller's liquor bar,"131 rivington st,",10002,2122604555.0,breakfast & brunch american (traditional) bars,373
iguazu cafe & grill,"26 jefferson st, ,",10002,6466570922.0,latin american,374
hok zhou restaurant,"93 e broadway, ,",10002,2127663313.0,chinese,375
khushboo indian restaurant,"6 clinton st, ,",10002,2125332828.0,indian wine bars,376
creperie,"135 ludlow st, ,",10002,2129795521.0,creperies,377
one more thai,"6 clinton st,",10002,2122288858.0,thai,378
cafe petisco,"189 e broadway, ,",10002,2123870366.0,breakfast & brunch coffee & tea sandwiches,379
the fat radish,"17 orchard st, ,",10002,2123004053.0,british american (new),380
ivan ramen,"25 clinton st, ,",10002,6466783859.0,ramen breakfast & brunch vegetarian,381
la caverna,"122-124 rivington st, ,",10002,2124752126.0,bars tapas/small plates,382
fuleen seafood restaurant,"11 division st, ,",10002,2129416888.0,chinese seafood,383
nonna's les pizzeria,"105 clinton st, ,",10002,2124772708.0,italian pizza sandwiches,384
mee cafe,"26 rutgers st, ,",10002,6469960029.0,coffee & tea cafes,385
zafis luncheonette,"500 grand st, ,",10002,2125332415.0,diners breakfast & brunch,386
rawsome treats,"212 e broadway, ,",10002,6462865162.0,desserts live/raw food,387
happy express cafe,"6 allen st, ,",10002,2129659898.0,cafes cantonese,388
birds & bubbles,"100b forsyth st,",10002,6463689240.0,southern,389
puebla,"120 essex st, ,",10002,2124736643.0,mexican,390
whole foods market,"95 e houston st, ,",10002,2124201320.0,specialty food grocery coffee & tea,391
nam son vietnamese restaurant,"245 grand st, ,",10002,2129666507.0,vietnamese,392
kang kee,"124 hester st, ,",10002,2129662876.0,chinese,394
loreley beer garden,"7 rivington st,",10002,2122537077.0,german pubs beer gardens,395
essex,"120 essex st, ,",10002,2125339616.0,bars american (new),396
sauce,"78 rivington st, ,",10002,2124207700.0,italian,397
el castillo de jagua 2,"521 grand st, ,",10002,2129950244.0,spanish dominican american (traditional),399
grand street rice noodle cart,"bowery st & chrystie st, ,",10002,,street vendors noodles,400
new ah ping snacketeria,"45 division street, ,",10002,2129666688.0,chinese,401
galeria,"43 clinton st,",10002,9176756887.0,brazilian juice bars & smoothies art galleries,402
hou yi hot pot,"92 hester st, ,",10002,2129663420.0,hot pot,403
yi mei gourmet food,"51 division st, ,",10002,,bakeries chinese,404
golden forest,"353 grand st, ,",10002,2125059513.0,chinese,405
ak us group,"95 chrystie st, ,",10002,2123343535.0,cantonese,406
saluggi's,"399 grand st,",10002,6468961163.0,pizza italian sports bars,407
sheng wang,"27 eldridge st, ,",10002,2129250805.0,chinese noodles,408
a-1 pizza shop,"505 grand st, ,",10002,2125330214.0,pizza,410
m star cafe,"19 division st,",10002,2129668988.0,chinese breakfast & brunch sandwiches,411
mr. taka ramen,"170 allen st, ,",10002,2122541508.0,ramen,412
hana japanese cuisine,"111 rivington st, ,",10002,2123889688.0,japanese,413
cheung wong kitchen,"38 allen st, ,",10002,2123432373.0,chinese hong kong style cafe,414
la flaca,"384 grand st, ,",10002,6466929259.0,mexican breakfast & brunch,415
upstate,"95 1st ave, ,",10003,9174083395.0,seafood,416
tim ho wan,"85 4th ave,",10003,2122282800.0,dim sum,417
thai villa,"5 e 19th st, g floor,",10003,2128029999.0,thai,418
love mamak,"174 2nd ave, ,",10003,2122542868.0,thai malaysian vietnamese,421
ichabod's,"15 irving pl,",10003,2127775102.0,american (new) breakfast & brunch,422
gramercy tavern,"42 e 20th st, ,",10003,2124770777.0,american (new),423
taboonette,"30 e 13th st, ,",10003,2125107881.0,mediterranean middle eastern american (new),425
kotobuki manhattan,"56 3rd ave,",10003,2123535088.0,japanese sushi bars seafood,426
