name,address,zipcode,phone,cuisine,ID
mela's cafe & restaurant,7102 kissena blvd,11367,7182686352,"latin (cuban, dominican, puerto rican, south & central american)",19020
front street pizza,80 front street,11201,7188753700,pizza,381
peking taste & thai,2343 richmond avenue,10314,7184949393,asian,11997
tiffany & company,727 5 avenue,10022,2126054015,american,15895
the trade union cafe,346 malcolm x blvd,11233,3477153936,cafã©/coffee/tea,9782
cho dang gol,55 west   35 street,10001,2126958222,korean,2499
j.d.'s saloon bar,20811 35 avenue,11361,7182291007,american,14021
tornado crepes,1808 weirfield st,11385,3472577736,other,18668
dunkin donuts,321 broadway,10007,2018159686,donuts,1176
mamma lorna's restaurant,3007 eastchester rd,10469,3477367995,caribbean,16528
whitman's,406 east    9 street,10009,2122288011,american,4819
dunkin' donuts,10711 rockaway blvd,11417,7188353682,donuts,19149
the spring lounge,48 spring street,10012,2129651774,american,18486
yuba,105 east    9 street,10003,2127778188,japanese,2130
caffe bene,106 mott st,10013,6462571828,cafã©/coffee/tea,7068
carvel ice cream,5826 roosevelt avenue,11377,7182055978,"ice cream, gelato, yogurt, ices",21340
rainbow diner,2197 white plains road,10462,7188237715,american,3978
starbucks,330 madison avenue,10017,2126821880,cafã©/coffee/tea,20940
sunshine food & deli el taco loco,1431 forest ave,10302,7184473354,sandwiches/salads/mixed buffet,23574
silver star restaurant,1236 2 avenue,10065,2122494250,american,14284
pao & cha cha,2303 astoria blvd,11102,6464946770,asian,16215
carlos & gabby's,1376 coney island avenue,11230,7183378226,jewish/kosher,2634
brasserie athenee,300 west   46 street,10036,2123991100,mediterranean,4443
buddha lounge,2945 veterans road,10309,7186082188,asian,12803
klassique,3813 boston road,10466,7186543222,caribbean,11159
dunkin' donuts,1930 bartow avenue,10469,3472029004,donuts,27
great wall chinese restaurant,10437 queens boulevard,11375,7182752255,chinese,6245
timna,109 saint marks pl,10009,6469645181,mediterranean,5402
the juice shop,359 w 39th st,10018,3472656363,"juice, smoothies, fruit salads",22349
lucky 11 bakery,6322 11 avenue,11219,7188338289,bakery,32
mitoushi japanese sushi,1221 quentin road,11229,7189989882,japanese,12469
red bamboo,140 west    4 street,10012,2122607049,vegetarian,18984
golden krust caribbean bakery & grill,2124 nostrand avenue,11210,7184214914,caribbean,3186
upstate,95 1 avenue,10003,9176748956,seafood,2823
hillstone's,153 east   53 street,10022,2128883828,american,21350
charisma bay,2172 86th st,11214,7189132888,chinese,10333
happy garden,2926 30 avenue,11102,7182741195,chinese,10488
falucka,162 bleecker street,10012,2127774555,american,20578
the rosemont,63 montrose ave,11206,3476787262,delicatessen,20953
juan bar,9615d roosevelt ave,11368,7184240999,mexican,17117
wendy's,335 5 avenue,10016,2128893899,hamburgers,667
sohna punjab indian restaurant,248-03 union tpke,11426,7184709400,indian,17811
nuevo tacos al-sudadero,9722 roosevelt ave,11368,7185337727,mexican,21927
pondicheri,15 w 27th st,10001,7138200154,indian,11001
the great northern deli and danish dogs,89 e 42nd st,10017,6462799871,other,10659
kung fu tea,3810 138 street,11354,7183958297,cafã©/coffee/tea,15594
paddy's,3155 broadway,10027,2127062330,american,1593
world fair marina restaurant & banquet,1 worlds fair marina,11368,7188981200,indian,4568
lena,1 w 8th st,10011,9178869938,bakery,22418
el abuelo gozon,7903 roosevelt avenue,11372,7184242724,"latin (cuban, dominican, puerto rican, south & central american)",11133
grandpa's brick oven pizza,4973 broadway,10034,2123041185,pizza/italian,4030
restaurant on 58 st. inc.,773 58th st,11220,7188333899,chinese,7050
golden krust caribbean bakery & grill,1438 metropolitan avenue,10462,7187929322,caribbean,3015
kuu,20 john st,10038,2125717177,japanese,11156
reed smith,599 lexington avenue,10022,2125494222,american,14765
taj mahal,396 5th ave,11215,7185763040,indian,4120
mika japanese cuisine & bar,150 centre street,10013,2129663838,chinese/japanese,10946
new york vintners,21 warren street,10007,2128123999,american,15607
mee sum cafe,26 pell street,10013,2123495260,cafã©/coffee/tea,2429
the supply house,1647 2 avenue,10028,6468613585,american,2632
burger king,154 e 116th st,10029,2124269532,hamburgers,16190
anthony cafe,73 2nd ave,10003,2125390966,american,15589
jackie's west indian bakery,1203 east  233 street,10466,7189942541,caribbean,13119
kenny's deli,32 w 38th st,10018,2123541295,american,11857
107 west restaurant,2787 broadway,10025,2128641555,american,9837
the black sheep,583 3 avenue,10016,2125993476,irish,5932
corso coffee,235 west   46 street,10036,2122448866,cafã©/coffee/tea,5862
china chalet,47 broadway,10006,2129434380,chinese,8995
dill and parsley,829 3rd ave,10022,6469186949,mediterranean,16518
rasa,25 w 8th st,10011,2122539888,asian,7250
bay house bistro,574 bay st,10304,7185560480,asian,9609
chilis indian cuisine,123 allen st,10002,2127800044,indian,16590
mom's bakery,2425 grand concourse,10468,7182950008,bakery,360
griffis faculty club,521 east   68 street,10065,2127466100,american,13307
zaro's family bakery,2 penn plaza,10121,2122920150,bakery,22965
rich lane,595 union avenue,11211,6463223224,american,18309
amadeus,6419 108 street,11375,9175685140,jewish/kosher,12170
ikinari steak,90 e 10th st,10003,9179715627,other,22425
ready to eat,525 hudson street,10014,2122291013,american,16058
papa john's,19318 northern blvd,11358,7182243311,american,13220
pizza plus,359 seventh avenue,11215,7187685327,pizza,9842
l'encanto d'lola,57 lenox avenue,10026,2122226969,mexican,2891
#1 garden chinese,221 prospect park west,11215,7188321795,chinese,1016
yosmira restaurant,13109 jamaica avenue,11418,3474656183,"latin (cuban, dominican, puerto rican, south & central american)",6371
metropolitan room,34 west   22 street,10010,2122060440,american,1239
ma's food market,4307 main st,11355,7189398999,chinese,12174
dunkin' donuts,2451 eastchester road,10469,3477679230,donuts,5209
essen,60 madison avenue,10010,2122136969,american,8176
ernesto's,231 e 53rd st,10022,3052817801,sandwiches/salads/mixed buffet,18259
pink bear,13621 roosevelt ave,11354,9173531150,"ice cream, gelato, yogurt, ices",22069
los tres potrillos,4020 junction blvd,11368,7186396881,mexican,2518
1818 seafood restaurant,1818 avenue u,11229,7183326188,chinese,3794
royal cuisine yard food,324a utica ave,11213,3474046346,caribbean,8883
popeyes louisiana kitchen,85-15 rockaway beach blvd,11693,7189452815,american,20569
reggae food restaurant & lounge,12926 merrick boulevard,11434,7184132783,caribbean,308
babu ji,175 avenue b,10009,2129511082,indian,3490
tropical coffee shop,584 rockaway avenue,11212,7183469533,"latin (cuban, dominican, puerto rican, south & central american)",5061
the rum house,228 west   47 street,10036,6464906924,american,13534
island choiz restaurant,1792 utica avenue,11234,7189424309,caribbean,11940
red room,85 e 4th st,10003,2124755400,"bottled beverages, including water, sodas, juices, etc.",9162
jimmy's place,7118 13 avenue,11228,7187485934,american,16581
continental luncheonette & deli,10403 metropolitan avenue,11375,7185208336,delicatessen,12058
yummy yummy brooklyn,1349 rockaway parkway,11236,7189272900,chinese,7903
atami japanese fusion,1167 2nd ave,10065,2126886868,japanese,11867
starbucks,229 seventh avenue,10011,2122558761,cafã©/coffee/tea,2643
luigi pizzeria & ristorante,1701 1 avenue,10128,2124101910,pizza,8518
nusbaum & wu,2897 broadway,10025,2122805344,delicatessen,18493
stamina grill & juice bar,80 nassau street,10038,2125137020,american,18795
angelo's pizza,2117 cortelyou rd,11226,7182843054,pizza/italian,15537
little caesars,841 east  149 street,10455,3475906370,pizza,12464
ding,234 w 48th st,10036,2122650828,chinese,16212
caja musical,4008 74 street,11373,9175546203,"bottled beverages, including water, sodas, juices, etc.",2706
gramercy bagel,246 3 avenue,10010,2123880080,bagels/pretzels,3518
star mountain coffee shop,9040 160th st,11432,3479931228,cafã©/coffee/tea,17852
viva mexico,3913 5 avenue,11232,7188530808,mexican,4217
island rage,18002 hillside ave,11432,7185415085,american,6164
asian terrace restaurant,21133 26 avenue,11360,7182295888,asian,8778
selena rosa mexicana,1712 2nd ave,10128,2127224242,tex-mex,3890
fair weather bushwick,274 wyckoff ave,11237,3473053736,american,22729
sweetleaf,159 freeman st,11222,9173095585,cafã©/coffee/tea,10013
narrows coffee shop,10001 4 avenue,11209,7188339281,american,6783
manitoba's,99 avenue b,10009,2129822511,american,10682
la caverna,122124 rivington street,10002,2124752126,american,4796
steak & sizzle,4011 13th ave,11218,7184838797,jewish/kosher,18673
starbucks,1728 eastchester road,10461,7182394931,cafã©/coffee/tea,11077
la esperanza mexican deli grocery & vegetables,2029 grand concourse,10453,7187312608,mexican,6418
vacca grill & lounge,420 west 203rd st,10034,2125440070,american,8749
pearl street hampton inn,32 pearl st,10004,2124803500,continental,8359
black iris,228 dekalb ave,11205,7188525556,mediterranean,3162
rondel,2006 coney island ave,11223,3473719276,eastern european,15728
eat fresh ii,42 4th ave,11217,7188557866,mediterranean,9426
marketplace at mcginley center fordham university,441 e fordham rd,10458,7188170917,american,22703
86 bakery,8512 18 avenue,11214,7182321294,chinese,7252
tocqueville restaurant,3 east   15 street,10003,2126471515,french,20553
starbucks,776 avenue of the americas,10001,2124811856,cafã©/coffee/tea,20498
pizza bar,151 w 34th st,10001,2036563661,pizza,20372
sushi time,7242 austin street,11375,7182610111,japanese,18946
dunkin' donuts,7927 main st,11367,7189693439,donuts,18678
viva toro,188 berry street,11249,7183842138,mexican,597
h20 lounge and restaurant,153-33 hillside avenue,11432,7187394400,american,6682
btwxtd,609 vanderbilt ave,11238,7184274847,cafã©/coffee/tea,19766
ruby tuesday,7 times square tower,10036,2123823898,american,14571
waterside cafe,25 waterside plz,10010,9175615148,american,22777
exotic roti express,807 nostrand ave,11225,3474057346,caribbean,926
zaghloul grill,61 new dorp plz n,10306,7189874444,mediterranean,6319
luigi's pizzeria,686 5 avenue,11215,7184993857,pizza/italian,4327
lechonera & pollo sabroso restaurant,3326 3 avenue,10456,3472714642,spanish,3348
dylan murphy,1453 3 avenue,10028,2129889434,american,17354
wilbel pizza,605 southern boulevard,10455,7182922450,pizza,4680
lao bei fang dumpling & hand-drawn noodle house,8305 broadway,11373,7186393996,chinese,12884
pop's,167 bedford avenue,11211,7184863663,american,1172
chalait,1214 broadway,10001,2129290266,cafã©/coffee/tea,9041
414 hotel,414 w 46th st,10036,2123990006,other,9909
starbucks,67 front street,11201,7188550856,cafã©/coffee/tea,20560
chocolate works,110 montague st,11201,7185646565,"ice cream, gelato, yogurt, ices",5975
dunkin' donuts,122 fulton st,10038,2122270991,donuts,17992
eating tree,892 gerard ave,10451,7182935025,caribbean,23810
bigwell bakery and halal restaurant,10708 liberty ave,11417,7184803875,bakery,5248
don emilio diner restaurant,1315 castle hill ave,10462,3478212778,"latin (cuban, dominican, puerto rican, south & central american)",19605
rio dela plata bakery,9465 corona ave,11373,7182715422,bakery,22
left hand path,89 wyckoff ave,11237,7184171262,american,21068
pizza,84 hester st,10002,2122197766,pizza,20632
tasty hand-pulled noodles,648 9th ave,10036,9173882351,chinese,13625
happy fresh tortilla grill,299 7 avenue,11215,7184999881,tex-mex,18957
koi,40 west   40 street,10018,2129213330,japanese,18714
collado restaurant,1310 broadway,11221,7184553290,"latin (cuban, dominican, puerto rican, south & central american)",5762
java restaurant,455 7th avenue,11215,7188324583,indonesian,15339
sicily's best pizzeria & restaurant,190 cypress avenue,11237,7184561833,pizza/italian,2803
happy & healthy,8015 18 avenue,11214,3472891643,other,9063
georgios country grill,801 9 avenue,10019,2129771150,american,11242
midtown restaurant,155 east   55 street,10022,2126441611,american,14329
exo cafe,7020 austin street,11375,7182616162,american,1865
cibao restaurant,10422 northern boulevard,11368,7182054583,"latin (cuban, dominican, puerto rican, south & central american)",10737
mamabites,4209 28 street,11101,3473617735,american,2213
paris baguette,977 8th ave,10019,2125820404,bakery,22502
dunkin' donuts,19603 grand central parkway,11423,7184641097,donuts,20398
bin no 220,220 front street,10038,2123749463,american,5941
taco bell,8301 37 avenue,11372,7184789530,mexican,16407
el viejo yayo rest ii,317 9 street,11215,7189657299,"latin (cuban, dominican, puerto rican, south & central american)",12329
chuck e. cheese's,700 exterior st,10451,7182924337,pizza,10845
europa cafe,787 7 avenue,10019,2125810152,sandwiches/salads/mixed buffet,5570
mona's bakery & cafe,281 kings highway,11223,3473234249,bakery,18907
pho viet-nam restaurant,1243 avenue u,11229,7189982858,vietnamese/cambodian/malaysia,5489
theater row diner,424 west   42 street,10036,2124266000,american,6840
souvlaki gr midtown,162 w 56th st,10019,2129747482,greek,19738
auntie anne's pretzels,0 jfk intl airport,11430,3472447886,bagels/pretzels,13675
checkers,1349 utica ave,11203,3477709112,hamburgers,15346
the square on annadale,833 annadale rd,10312,7189679999,pizza,147
popeyes louisiana kitchen,9220 jamaica ave,11421,7188460950,chicken,17191
lloyd & jay's kosher deli,2718 avenue u,11229,7188915298,jewish/kosher,9579
xing hui linda kitchen,4006 east tremont avenue,10465,7189316700,chinese,15057
new king wah,2104 newtown avenue,11102,7185457000,chinese,22185
mcdonald's,1540 westchester avenue,10472,7188422981,hamburgers,15361
cafe cousina restaurant,1350 jerome ave,10452,3472977890,spanish,15786
new york rifle club,77 macdougal street,10012,2122542500,italian,18164
gina americana,27 e 92nd st,10128,2123606900,american,23123
gourmet k,1267 coney island ave,11230,7189753999,jewish/kosher,13081
pret a manger,857 broadway,10003,6465728010,sandwiches,2675
melao,7905 roosevelt avenue,11372,7182651930,spanish,8363
piatsa kalamaki,158 e 45th st,10017,2125476444,mediterranean,12703
ecuadorian restaurant ii,3406 36 avenue,11106,3475071286,"latin (cuban, dominican, puerto rican, south & central american)",20934
dunkin donuts & baskin robbins,395 hudson st,10014,9178863304,donuts,13424
urbana,1305 53rd st,11219,7184384448,jewish/kosher,2638
the fitz,687 lexington ave,10022,2123550100,american,12548
dellarocco's of brooklyn,214 hicks street,11201,7188581010,italian,7586
grand banks, park n. moore st. at west s,10013,2129603390,seafood,17563
starbucks,750 6 avenue,10010,6462307208,cafã©/coffee/tea,19762
dig inn seasonal market,225 liberty st,10281,2127764051,american,19367
il postino,337 east   49 street,10017,2126880033,italian,15325
beyoglu,200 east   81 street,10028,2126500850,mediterranean,16453
subway,7108 northern blvd,11372,7182555737,sandwiches,18602
green house,539 flatbush ave,11225,9176516158,cafã©/coffee/tea,12539
proto pizza,50 2nd ave,10003,2124324044,pizza/italian,21700
tangs jiang restaurant,306 saint nicholas avenue,10027,2128645179,chinese,16608
bar none,98 3 avenue,10003,2127776663,american,9877
el canelazo bar restaurant,8004 roosevelt avenue,11372,7184290016,"latin (cuban, dominican, puerto rican, south & central american)",2349
hourglass tavern,373 west   46 street,10036,2122652060,american,316
edge bar & lounge,12522 merrick blvd,11434,7189780300,american,10983
pie pie pizza,2127 amsterdam avenue,10032,2129273738,pizza,12090
gotham pizza,852 eighth ave,10019,2122582288,pizza,6815
subway,11040 flatlands avenue,11207,3477871293,sandwiches,18909
thai rock,375 beach   92 street,11693,7189455111,thai,1181
ippudo ny,321 w 51st st,10019,2129742500,japanese,8782
casa mono/bar jamon (next door),52 irving place,10003,2122532773,tapas,11765
la isla cafe restaurant,212 delancey street,10002,2125984752,"latin (cuban, dominican, puerto rican, south & central american)",1804
fuel fever,1144 hylan blvd,10305,7184200015,american,20543
artichoke basille's pizza,9102 4th ave,11209,3476626108,pizza,23813
papa john's pizza,3929 white plains rd,10466,7184057272,pizza,19971
bouley botanical,35 white st,10013,2129642525,french,4864
just salad,140 8th ave,10011,6463959906,salads,22973
pho,580 grand st,11211,9174990336,vietnamese/cambodian/malaysia,11629
panera bread,2935 veterans road west,10309,7189660304,american,10539
starbucks,350 west   42 street,10036,2122444176,cafã©/coffee/tea,8509
rio grande bbq,3702 broadway,11103,3478320112,brazilian,23338
wendy's,714 3rd ave,10017,2126822568,american,5336
swine,531 hudson street,10014,2122557675,american,9734
cafe clover,10 downing st,10014,2126754350,american,5804
kai ying chinese restaurant,1821 college point blvd,11356,7188393765,chinese,20513
new no.8 chinese restaurant,176 w fordham rd,10468,7187419998,chinese,16158
cafe tabaco & ron,501 w 214th st,10034,2125677179,"latin (cuban, dominican, puerto rican, south & central american)",4522
northern tiger,225 liberty st,10281,2127860316,chinese,3987
blue bottle coffee,600 11th ave,10036,5106533394,cafã©/coffee/tea,8017
colbeh,32 west 39 street,10018,2123548181,jewish/kosher,18531
starbucks,1973 86 street,11214,7182661503,cafã©/coffee/tea,19981
papa john's,1701 ralph avenue,11236,7182517272,pizza,11763
serenata,111 w 17th st,10011,2019620270,mexican,14948
dyker park bagels,713 86 street,11228,7188366336,delicatessen,696
los pollitos iii,499 myrtle avenue,11205,7186366125,mexican,4111
just one tavern,4279 katonah ave,10470,7189948323,"bottled beverages, including water, sodas, juices, etc.",6305
tina  restaurant,2350 washington ave,10458,3475907591,american,3983
muscle maker grill,70 7th ave,10011,2128071000,american,16659
entwine,765 washington street,10014,2127278765,american,1742
touch of dee's,657 lenox avenue,10037,2126949530,american,15526
the new thompson diner,3244 queens boulevard,11101,7183920692,american,2126
kennedy fried chicken,1270 saint nicholas ave,10033,9172946335,chicken,19890
porteno,299 10 avenue,10001,2126959694,spanish,5076
raspberry deli & grocery,2127 2 avenue,10029,2128602615,delicatessen,20442
the rickey cocktail lounge,210 w 55th st,10019,2129567020,american,16242
van'ka vstan'ka,3810 nostrand avenue,11235,3477024023,russian,15206
cafe colette,79 berry street,11249,3475991381,american,17700
bklyn pizza co.,36 ralph ave,11221,7184848787,pizza,10476
dunkin' donuts,13344 150th st,11436,5164727100,donuts,10517
full moon cafe,13706 northern blvd,11354,3477320329,cafã©/coffee/tea,2277
jacal mexicano corp,18215 jamaica ave,11423,6467124975,other,21733
california pizza kitchen,8000 cooper avenue,11385,7188949400,pizza,13269
tony's deli,1069 wyckoff avenue,11385,7183867925,delicatessen,4351
bread and spread,147 front st,11201,7186252220,american,13861
gaudio's pizzeria,4013 30 avenue,11103,7187212882,pizza/italian,11718
go believe bakery,239 grand st,10002,2127750102,chinese,4450
mbj food service,2910 thompson avenue,11101,7184825952,american,14414
roast kitchen,58 e 56th st,10022,2127764395,american,10584
slice pizza,2224 amsterdam ave,10032,2125680111,pizza,8419
paul & jimmy's restaurant,123 east   18 street,10003,2124759540,italian,7839
amc theatres,2309 frederick douglas boulevard,10027,2126656923,american,9301
