file name,start offset,end offset,dish name
Debugging_stage/Set_Q/review-145.txt,2026,2058,crisp roast chicken
Debugging_stage/Set_Q/review-145.txt,3335,3356,affogato
Debugging_stage/Set_Q/review-145.txt,3521,3553,house-cured gravlax
Debugging_stage/Set_Q/review-145.txt,3700,3734,Baked beans and toast
Debugging_stage/Set_Q/review-145.txt,3804,3831,scrambled eggs
Debugging_stage/Set_Q/review-146.txt,456,480,"ramen
bowls"
Debugging_stage/Set_Q/review-146.txt,3053,3086,Vietnamese nuoc cham
Debugging_stage/Set_Q/review-146.txt,3264,3294,airy corn pancake
Debugging_stage/Set_Q/review-146.txt,3731,3757,uni and ikura
Debugging_stage/Set_Q/review-146.txt,3923,3955,fried chicken wings
Debugging_stage/Set_Q/review-146.txt,5111,5132,tonkotsu
Debugging_stage/Set_Q/review-146.txt,5561,5615,"boiled
beef bones, veal bones and oxtails"
Debugging_stage/Set_Q/review-146.txt,6114,6138,shoyu ramen
Debugging_stage/Set_Q/review-147.txt,430,457,black sea bass
Debugging_stage/Set_Q/review-147.txt,912,939,pancit pranses
Debugging_stage/Set_Q/review-147.txt,2151,2183,liempo (pork belly)
Debugging_stage/Set_Q/review-147.txt,2275,2301,"Sirloin
steak"
Debugging_stage/Set_Q/review-147.txt,2537,2562,torta talong
Debugging_stage/Set_Q/review-147.txt,3352,3374,kare-kare
Debugging_stage/Set_Q/review-147.txt,3752,3782,longanisa sausage
Debugging_stage/Set_Q/review-147.txt,4069,4132,doughnut with ube mousse filling and Cristal icing
Debugging_stage/Set_Q/review-148.txt,2367,2389,crab meat
Debugging_stage/Set_Q/review-148.txt,2772,2793,ahi tuna
Debugging_stage/Set_Q/review-148.txt,3931,3953,Sea trout
Debugging_stage/Set_Q/review-148.txt,3980,4001,monkfish
Debugging_stage/Set_Q/review-148.txt,4003,4030,chicken breast
Debugging_stage/Set_Q/review-148.txt,4034,4056,pork chop
Debugging_stage/Set_Q/review-148.txt,4060,4080,rib-eye
Debugging_stage/Set_Q/review-148.txt,4217,4244,chicken breast
Debugging_stage/Set_Q/review-148.txt,4413,4453,"deep-fried
veal sweetbreads"
Debugging_stage/Set_Q/review-148.txt,4530,4557,"seared
daurade"
Debugging_stage/Set_Q/review-149.txt,234,273,"Japanese Kewpie
mayonnaise"
Debugging_stage/Set_Q/review-149.txt,366,391,French fries
Debugging_stage/Set_Q/review-149.txt,1176,1202,"chicken
wings"
Debugging_stage/Set_Q/review-149.txt,1350,1373,Pork belly
Debugging_stage/Set_Q/review-149.txt,1856,1875,burger
Debugging_stage/Set_Q/review-149.txt,3288,3317,Salted duck eggs
Debugging_stage/Set_Q/review-149.txt,3343,3361,balut
Debugging_stage/Set_Q/review-149.txt,4007,4047,"long-simmered
chicken adobo"
Debugging_stage/Set_Q/review-149.txt,4187,4217,sweet-hot sausage
Debugging_stage/Set_Q/review-150.txt,2474,2507,Chicken liver mousse
Debugging_stage/Set_Q/review-150.txt,2741,2761,oysters
Debugging_stage/Set_Q/review-150.txt,2763,2791,shrimp cocktail
Debugging_stage/Set_Q/review-150.txt,2933,2965,chopped razor clams
Debugging_stage/Set_Q/review-150.txt,2992,3016,lemon aioli
Debugging_stage/Set_Q/review-150.txt,3369,3391,hamburger
Debugging_stage/Set_Q/review-150.txt,3935,3964,brussels sprouts
Debugging_stage/Set_Q/review-150.txt,4609,4628,burger
Debugging_stage/Set_Q/review-150.txt,5178,5203,filet mignon
Debugging_stage/Set_Q/review-150.txt,5534,5566,Berkshire pork chop
Debugging_stage/Set_Q/review-150.txt,5815,5844,roasted branzino
Debugging_stage/Set_Q/review-151.txt,962,981,ciorba
Debugging_stage/Set_Q/review-151.txt,1145,1198,Crumpled-looking pork-and-veal meatballs
Debugging_stage/Set_Q/review-151.txt,1725,1788,"pan-fried pastries stuffed
undaintily with cabbage"
Debugging_stage/Set_Q/review-151.txt,2096,2125,Italian malfatti
Debugging_stage/Set_Q/review-151.txt,2304,2345,creamy salads of veal tongue
Debugging_stage/Set_Q/review-151.txt,2372,2392,mititei
Debugging_stage/Set_Q/review-151.txt,2464,2486,kashkaval
Debugging_stage/Set_Q/review-151.txt,2796,2844,breaded and baked fillets of zander
Debugging_stage/Set_Q/review-151.txt,2919,2944,chicken Kiev
Debugging_stage/Set_Q/review-151.txt,3087,3130,"cornmeal porridge
like polenta"
Debugging_stage/Set_Q/review-151.txt,3928,3965,chocolate backed pudding
Debugging_stage/Set_Q/review-152.txt,911,954,bread and fermented mozzarella
Debugging_stage/Set_Q/review-152.txt,1934,1952,Pizza
Debugging_stage/Set_Q/review-152.txt,3249,3269,ricotta
Debugging_stage/Set_Q/review-153.txt,2544,2569,Jams chicken
Debugging_stage/Set_Q/review-153.txt,3338,3364,"Jams
pancakes"
Debugging_stage/Set_Q/review-153.txt,3643,3669,smoked salmon
Debugging_stage/Set_Q/review-153.txt,4127,4162, Toasted fregola sarda
Debugging_stage/Set_Q/review-153.txt,4714,4759,German chocolate angel food cake
Debugging_stage/Set_Q/review-153.txt,4903,4934,Rigatoni with crab
Debugging_stage/Set_Q/review-154.txt,612,634,Salteñas
Debugging_stage/Set_Q/review-154.txt,1337,1372,Chinese soup dumplings
Debugging_stage/Set_Q/review-154.txt,2032,2059,chicken breast
Debugging_stage/Set_Q/review-154.txt,2241,2271,Bolivian fricasé
Debugging_stage/Set_Q/review-154.txt,2838,2857,llajua
Debugging_stage/Set_Q/review-154.txt,3655,3687,sandwiches de chola
Debugging_stage/Set_Q/review-155.txt,5518,5547,poulet en vessie
Debugging_stage/Set_Q/review-155.txt,6857,6889,fattened duck liver
Debugging_stage/Set_Q/review-155.txt,6993,7019,foie gras’s
Debugging_stage/Set_Q/review-155.txt,7234,7268,fried brussels sprout
Debugging_stage/Set_Q/review-155.txt,7280,7303,smoked eel
Debugging_stage/Set_Q/review-156.txt,1065,1102,Roasted piquillo peppers
Debugging_stage/Set_Q/review-156.txt,1209,1240,seared skirt steak
Debugging_stage/Set_Q/review-156.txt,3118,3150,"Streaky
 lamb belly"
Debugging_stage/Set_Q/review-156.txt,3536,3569,"slab
 of goat confit"
Debugging_stage/Set_Q/review-156.txt,4133,4162,Four razor clams
Debugging_stage/Set_Q/review-157.txt,1651,1678,cha ca la Vong
Debugging_stage/Set_Q/review-157.txt,1733,1754,branzino
Debugging_stage/Set_Q/review-157.txt,2235,2261,"fried
chicken"
Debugging_stage/Set_Q/review-157.txt,3183,3206,tater tots
Debugging_stage/Set_Q/review-157.txt,3998,4042,"“charred
lemon grass calamari"
Debugging_stage/Set_Q/review-157.txt,4167,4217,pad Thai with bacon and fried oysters
Debugging_stage/Set_Q/review-157.txt,5150,5175,fluke fillet
Debugging_stage/Set_Q/review-157.txt,5275,5333,chow fun noodles with pork and mustard greens
Debugging_stage/Set_Q/review-158.txt,163,189,fried chicken
Debugging_stage/Set_Q/review-158.txt,2216,2242,fried chicken
Debugging_stage/Set_Q/review-158.txt,2632,2690,pork ribs lacquered with sweet barbecue sauce
Debugging_stage/Set_Q/review-158.txt,2737,2762,smoky turkey
Debugging_stage/Set_Q/review-158.txt,2767,2792,candied yams
Debugging_stage/Set_Q/review-158.txt,2908,2946,pork chop over white rice
Debugging_stage/Set_Q/review-158.txt,3000,3027,okra succotash
Debugging_stage/Set_Q/review-158.txt,3219,3241,beef ribs
Debugging_stage/Set_Q/review-158.txt,3398,3427,Smothered oxtail
Debugging_stage/Set_Q/review-158.txt,3429,3456,baked bluefish
Debugging_stage/Set_Q/review-159.txt,2547,2579,tail and pork belly
Debugging_stage/Set_Q/review-159.txt,2920,2951,Colorado lamb loin
Debugging_stage/Set_Q/review-159.txt,3256,3285,Wiener schnitzel
Debugging_stage/Set_Q/review-159.txt,3370,3423,dry veal tenderloin  with charred onions
Debugging_stage/Set_Q/review-159.txt,3847,3869,dice roll
Debugging_stage/Set_Q/review-159.txt,4202,4222,burgers
Debugging_stage/Set_Q/review-159.txt,4224,4244,sliders
Debugging_stage/Set_Q/review-159.txt,4246,4264,fries
Debugging_stage/Set_Q/review-159.txt,4430,4452,hamburger
Debugging_stage/Set_Q/review-159.txt,4717,4742,papas fritas
Debugging_stage/Set_Q/review-159.txt,4845,4871,"saffron
aioli"
Debugging_stage/Set_Q/review-159.txt,4978,5032,pastrami pork-belly sliders with raclette
Debugging_stage/Set_Q/review-159.txt,5273,5313,"sea scallop “sandwich,”"
Debugging_stage/Set_Q/review-159.txt,6074,6100,"Fluke
sashimi"
Debugging_stage/Set_Q/review-159.txt,6257,6285,caramel popcorn
Debugging_stage/Set_Q/review-160.txt,2607,2638,smoked hot sausage
Debugging_stage/Set_Q/review-160.txt,2920,2944,pulled pork
Debugging_stage/Set_Q/review-160.txt,3590,3613,Spare ribs
Debugging_stage/Set_Q/review-160.txt,4843,4885, Mighty Quinn’s baked beans
Debugging_stage/Set_Q/review-160.txt,5154,5192,salad of peas and edamame
Debugging_stage/Set_Q/review-160.txt,5321,5356,sweet potato casserole
Debugging_stage/Set_Q/review-161.txt,303,328,French toast
Debugging_stage/Set_Q/review-161.txt,344,366,pierogies
Debugging_stage/Set_Q/review-161.txt,368,388,paninis
Debugging_stage/Set_Q/review-161.txt,393,423,linguine pomodoro
Debugging_stage/Set_Q/review-161.txt,1367,1397," spongy fish
cake"
Debugging_stage/Set_Q/review-161.txt,1421,1455,string beans and okra
Debugging_stage/Set_Q/review-161.txt,1815,1835,lo mein
Debugging_stage/Set_Q/review-161.txt,1877,1897,mei fun
Debugging_stage/Set_Q/review-161.txt,2123,2148,jasmine rice
Debugging_stage/Set_Q/review-162.txt,1061,1101,melted Cheddar and Cotswold
Debugging_stage/Set_Q/review-162.txt,1113,1142,deep-fried curds
Debugging_stage/Set_Q/review-162.txt,1191,1233,Buffalo-style baptism by fire
Debugging_stage/Set_Q/review-162.txt,1292,1319,grilled cheese
Debugging_stage/Set_Q/review-162.txt,1368,1397,a mac and cheese
Debugging_stage/Set_Q/review-162.txt,1434,1454,Burgers
Debugging_stage/Set_Q/review-162.txt,1824,1871,slow-moving lava of pimento cheese
Debugging_stage/Set_Q/review-162.txt,2315,2347,Rivers Edge chèvre
Debugging_stage/Set_Q/review-162.txt,2768,2787,Etivaz
Debugging_stage/Set_Q/review-162.txt,2922,2948,Challerhocker
Debugging_stage/Set_Q/review-163.txt,61,83,clam roll
Debugging_stage/Set_Q/review-163.txt,1096,1126,touch of tarragon
Debugging_stage/Set_Q/review-163.txt,1229,1254,golden beets
Debugging_stage/Set_Q/review-163.txt,1261,1296,Meaty corkscrew whelks
Debugging_stage/Set_Q/review-163.txt,1951,1995,"the bowl of big, sweet steamers"
Debugging_stage/Set_Q/review-163.txt,2105,2145,clipper-ship-size clam roll
Debugging_stage/Set_Q/review-163.txt,2185,2225,fat-bellied fried Ipswiches
Debugging_stage/Set_Q/review-163.txt,2398,2442,mayonnaise-drowned lobster roll
Debugging_stage/Set_Q/review-164.txt,1731,1756,steak frites
Debugging_stage/Set_Q/review-164.txt,2616,2641,suckling pig
Debugging_stage/Set_Q/review-164.txt,3212,3232,Lobster
Debugging_stage/Set_Q/review-164.txt,4426,4452,roast chicken
Debugging_stage/Set_Q/review-165.txt,58,89,grilled pig snouts
Debugging_stage/Set_Q/review-165.txt,973,1001,grilled chicken
Debugging_stage/Set_Q/review-165.txt,1605,1635,crunchy pig tails
Debugging_stage/Set_Q/review-165.txt,1651,1682,tender pork tongue
Debugging_stage/Set_Q/review-165.txt,1906,1928,muu sawan
Debugging_stage/Set_Q/review-165.txt,2000,2025,"tom
saep muu"
Debugging_stage/Set_Q/review-165.txt,2434,2460,yam plaa meuk
Debugging_stage/Set_Q/review-165.txt,2465,2508,squid with tomatoes and celery
Debugging_stage/Set_Q/review-165.txt,2514,2547,yam het huu nuu khao
Debugging_stage/Set_Q/review-165.txt,2794,2822,khai luuk khoei
Debugging_stage/Set_Q/review-165.txt,3002,3045,Vietnamese-style chicken wings
Debugging_stage/Set_Q/review-166.txt,1536,1560,spicy whelk
Debugging_stage/Set_Q/review-166.txt,1583,1613,buckwheat noodles
Debugging_stage/Set_Q/review-166.txt,1676,1709,tender little whelks
Debugging_stage/Set_Q/review-166.txt,2155,2175,japchae
Debugging_stage/Set_Q/review-166.txt,2414,2466,"pancake of scallions and Korean
peppers"
Debugging_stage/Set_Q/review-166.txt,2900,2919,kimchi
Debugging_stage/Set_Q/review-166.txt,2920,2964, bacon and chorizo “paella”
Debugging_stage/Set_Q/review-166.txt,3284,3317,"fried
Jidori hen egg"
Debugging_stage/Set_Q/review-166.txt,3346,3373,bulgogi slider
Debugging_stage/Set_Q/review-166.txt,3667,3690,pork-belly
Debugging_stage/Set_Q/review-166.txt,3901,3931,poached sablefish
Debugging_stage/Set_Q/review-166.txt,4002,4038,chopstick-tender daikon
Debugging_stage/Set_Q/review-167.txt,114,132,pizza
Debugging_stage/Set_Q/review-167.txt,2179,2211,single-serving pies
Debugging_stage/Set_Q/review-167.txt,2283,2313,brick-oven pizzas
Debugging_stage/Set_Q/review-167.txt,2664,2685,clam pie
Debugging_stage/Set_Q/review-167.txt,3199,3227,pepperoni pizza
Debugging_stage/Set_Q/review-167.txt,4162,4200,hot-pork-drenched cracker
Debugging_stage/Set_Q/review-168.txt,3851,3884,juicy pink pork chop
Debugging_stage/Set_Q/review-168.txt,4015,4051,lip-smacking Bordelaise
Debugging_stage/Set_Q/review-168.txt,4060,4097,"hot, crisp
potato sticks"
Debugging_stage/Set_Q/review-168.txt,4136,4159,lamb shank
Debugging_stage/Set_Q/review-168.txt,4516,4568,fat mussels in a wonderful creamy broth
Debugging_stage/Set_Q/review-168.txt,4813,4845,razor clams slapped
Debugging_stage/Set_Q/review-168.txt,5125,5156,seared bigeye tuna
Debugging_stage/Set_Q/review-169.txt,701,727,cabbage salad
Debugging_stage/Set_Q/review-169.txt,1929,1961,cauliflower florets
Debugging_stage/Set_Q/review-169.txt,2450,2484,rosemary lady fingers
Debugging_stage/Set_Q/review-169.txt,3788,3829,a salad of grilled scallions
Debugging_stage/Set_Q/review-170.txt,683,715,strip steak special
Debugging_stage/Set_Q/review-170.txt,1052,1079,A half chicken
Debugging_stage/Set_Q/review-170.txt,1120,1150,fillet of halibut
Debugging_stage/Set_Q/review-170.txt,1231,1263,grilled duck hearts
Debugging_stage/Set_Q/review-170.txt,1330,1356,a sorrel soup
Debugging_stage/Set_Q/review-170.txt,1546,1568,lemon pie
Debugging_stage/Set_Q/review-170.txt,1699,1722,Presidente
Debugging_stage/Set_Q/review-211.txt,305,324,pastas
Debugging_stage/Set_Q/review-211.txt,329,348,pizzas
Debugging_stage/Set_Q/review-211.txt,353,380,romesco sauces
Debugging_stage/Set_Q/review-211.txt,2910,2933,bar snacks
Debugging_stage/Set_Q/review-211.txt,2941,2969,porcelain bowls
Debugging_stage/Set_Q/review-211.txt,3270,3295,tuna tartare
Debugging_stage/Set_Q/review-211.txt,3413,3433,chorizo
Debugging_stage/Set_Q/review-211.txt,3546,3566,burrata
Debugging_stage/Set_Q/review-211.txt,3611,3637,roasted beets
Debugging_stage/Set_Q/review-211.txt,3644,3668,vinaigrette
Debugging_stage/Set_Q/review-211.txt,4304,4333,tarragon chicken
Debugging_stage/Set_Q/review-211.txt,4620,4637,rice
Debugging_stage/Set_Q/review-211.txt,4708,4732,steamed egg
Debugging_stage/Set_Q/review-211.txt,4734,4763,fried artichokes
Debugging_stage/Set_Q/review-211.txt,4861,4889,Steamed halibut
Debugging_stage/Set_Q/review-211.txt,4995,5012,fish
Debugging_stage/Set_Q/review-211.txt,5028,5060,saffron-tomato soup
Debugging_stage/Set_Q/review-211.txt,5686,5723,Soft-shell crab crostini
Debugging_stage/Set_Q/review-211.txt,5901,5924,red prawns
Debugging_stage/Set_Q/review-211.txt,5926,5946,mussels
Debugging_stage/Set_Q/review-211.txt,5959,5990,green-onion purée
Debugging_stage/Set_Q/review-211.txt,6026,6064,pimentón-dusted potatoes
Debugging_stage/Set_Q/review-211.txt,6177,6201,poached egg
Debugging_stage/Set_Q/review-211.txt,6241,6273,Parmigiano-Reggiano
Debugging_stage/Set_Q/review-211.txt,6343,6369,chicory salad
Debugging_stage/Set_Q/review-211.txt,6517,6546,crunchy potatoes
Debugging_stage/Set_Q/review-211.txt,6562,6591,tarragon chicken
Debugging_stage/Set_Q/review-211.txt,6624,6651,scrambled eggs
Debugging_stage/Set_Q/review-212.txt,994,1021,mushroom broth
Debugging_stage/Set_Q/review-212.txt,1039,1066,liquid ravioli
Debugging_stage/Set_Q/review-212.txt,1236,1253,rice
Debugging_stage/Set_Q/review-212.txt,1259,1287,duck cracklings
Debugging_stage/Set_Q/review-212.txt,2187,2204,tuna
Debugging_stage/Set_Q/review-212.txt,2546,2575,slow-poached egg
Debugging_stage/Set_Q/review-212.txt,2871,2901,sunny-side-up egg
Debugging_stage/Set_Q/review-212.txt,4607,4626,shrimp
Debugging_stage/Set_Q/review-212.txt,5841,5876,Farm egg with salt cod
Debugging_stage/Set_Q/review-212.txt,5878,5909,coconut-curry soup
Debugging_stage/Set_Q/review-212.txt,5915,5938,cuttlefish
Debugging_stage/Set_Q/review-212.txt,5940,5972,"peas, egg and bacon"
Debugging_stage/Set_Q/review-212.txt,5974,6001,shrimp alhinho
Debugging_stage/Set_Q/review-212.txt,6003,6025,baby goat
Debugging_stage/Set_Q/review-212.txt,6027,6061,rice with duck confit
Debugging_stage/Set_Q/review-212.txt,6063,6084,scallops
Debugging_stage/Set_Q/review-212.txt,6086,6117,strawberry tasting
Debugging_stage/Set_Q/review-212.txt,6119,6147,caramel brioche
Debugging_stage/Set_Q/review-213.txt,171,189,pizza
Debugging_stage/Set_Q/review-213.txt,259,277,pizza
Debugging_stage/Set_Q/review-213.txt,1339,1363,fried pizza
Debugging_stage/Set_Q/review-213.txt,1551,1572,egg roll
Debugging_stage/Set_Q/review-213.txt,1661,1691,smoked mozzarella
Debugging_stage/Set_Q/review-213.txt,1696,1716,ricotta
Debugging_stage/Set_Q/review-213.txt,1982,2012,margherita regina
Debugging_stage/Set_Q/review-213.txt,2223,2249,secondigliano
Debugging_stage/Set_Q/review-213.txt,2292,2312,provola
Debugging_stage/Set_Q/review-213.txt,2393,2417,fuorigrotta
Debugging_stage/Set_Q/review-213.txt,2658,2680,antipasti
Debugging_stage/Set_Q/review-213.txt,2701,2720,salads
Debugging_stage/Set_Q/review-213.txt,2743,2764,desserts
Debugging_stage/Set_Q/review-213.txt,4230,4252,Montanara
Debugging_stage/Set_Q/review-213.txt,4256,4279,margherita
Debugging_stage/Set_Q/review-213.txt,4334,4360,secondigliano
Debugging_stage/Set_Q/review-213.txt,4376,4394,pizza
Debugging_stage/Set_Q/review-213.txt,4400,4424,fuorigrotta
Debugging_stage/Set_Q/review-213.txt,4426,4449,mozzarella
Debugging_stage/Set_Q/review-213.txt,4454,4475,pecorino
Debugging_stage/Set_Q/review-214.txt,173,203,slow-roasted lamb
Debugging_stage/Set_Q/review-214.txt,246,266,paratha
Debugging_stage/Set_Q/review-214.txt,270,312,many-layered Indian flatbread
Debugging_stage/Set_Q/review-214.txt,787,805,tacos
Debugging_stage/Set_Q/review-214.txt,997,1017,paratha
Debugging_stage/Set_Q/review-214.txt,1706,1732,Indian paneer
Debugging_stage/Set_Q/review-214.txt,2032,2060,Chicken chorizo
Debugging_stage/Set_Q/review-214.txt,2562,2583,parathas
Debugging_stage/Set_Q/review-214.txt,2805,2826,Goa Taco
Debugging_stage/Set_Q/review-215.txt,95,126,rotisserie-chicken
Debugging_stage/Set_Q/review-215.txt,779,799,chicken
Debugging_stage/Set_Q/review-215.txt,2081,2106,French fries
Debugging_stage/Set_Q/review-215.txt,2174,2201,rice and beans
Debugging_stage/Set_Q/review-215.txt,2454,2486,rotisserie chickens
Debugging_stage/Set_Q/review-215.txt,2807,2830,fried rice
Debugging_stage/Set_Q/review-215.txt,2963,2980,rice
Debugging_stage/Set_Q/review-215.txt,3301,3326,French fries
Debugging_stage/Set_Q/review-215.txt,3331,3348,rice
Debugging_stage/Set_Q/review-215.txt,3385,3410,French fries
Debugging_stage/Set_Q/review-215.txt,3427,3448,hot dogs
Debugging_stage/Set_Q/review-215.txt,4532,4563,rotisserie chicken
Debugging_stage/Set_Q/review-215.txt,4581,4610,chicken stir-fry
Debugging_stage/Set_Q/review-215.txt,4621,4644,fried rice
Debugging_stage/Set_Q/review-215.txt,4648,4667,quinoa
Debugging_stage/Set_Q/review-216.txt,310,328,pizza
Debugging_stage/Set_Q/review-216.txt,926,943,Fish
Debugging_stage/Set_Q/review-216.txt,1917,1933,dal
Debugging_stage/Set_Q/review-216.txt,2029,2046,rice
Debugging_stage/Set_Q/review-216.txt,2078,2095,fish
Debugging_stage/Set_Q/review-216.txt,3394,3435,pinkish chicken tikka masala
Debugging_stage/Set_Q/review-216.txt,3459,3488,chicken tandoori
Debugging_stage/Set_Q/review-216.txt,3510,3531,biriyani
Debugging_stage/Set_Q/review-216.txt,3660,3680,samosas
Debugging_stage/Set_Q/review-216.txt,4423,4454,vegetable fritters
Debugging_stage/Set_Q/review-216.txt,4466,4492,mashed dishes
Debugging_stage/Set_Q/review-217.txt,133,160,baked spaetzle
Debugging_stage/Set_Q/review-217.txt,1288,1317,kassler rippchen
Debugging_stage/Set_Q/review-217.txt,1322,1349,baked spaetzle
Debugging_stage/Set_Q/review-217.txt,2414,2434,sausage
Debugging_stage/Set_Q/review-217.txt,2650,2671,sandwich
Debugging_stage/Set_Q/review-217.txt,3046,3068,meatballs
Debugging_stage/Set_Q/review-217.txt,3070,3107,spinach and wisps of egg
Debugging_stage/Set_Q/review-217.txt,3112,3138,chicken broth
Debugging_stage/Set_Q/review-217.txt,3528,3557,kassler rippchen
Debugging_stage/Set_Q/review-217.txt,3717,3745,potato pancakes
Debugging_stage/Set_Q/review-217.txt,3897,3924,baked spaetzle
Debugging_stage/Set_Q/review-217.txt,5167,5193,Bread pudding
Debugging_stage/Set_Q/review-217.txt,5306,5331,vanilla bean
Debugging_stage/Set_Q/review-217.txt,5739,5772,Italian wedding soup
Debugging_stage/Set_Q/review-217.txt,5774,5799,krainerwurst
Debugging_stage/Set_Q/review-217.txt,5801,5835,goulash with spaetzle
Debugging_stage/Set_Q/review-217.txt,5837,5861,sauerbraten
Debugging_stage/Set_Q/review-217.txt,5863,5892,kassler rippchen
Debugging_stage/Set_Q/review-217.txt,5894,5920,bread pudding
Debugging_stage/Set_Q/review-218.txt,1754,1782,spiced gazpacho
Debugging_stage/Set_Q/review-218.txt,1872,1890,pasta
Debugging_stage/Set_Q/review-218.txt,1900,1922,tonarelli
Debugging_stage/Set_Q/review-218.txt,5234,5251,tuna
Debugging_stage/Set_Q/review-218.txt,5393,5418,lemon yogurt
Debugging_stage/Set_Q/review-218.txt,6139,6170,Spinach garganelli
Debugging_stage/Set_Q/review-218.txt,6201,6233,sweet lobster salad
Debugging_stage/Set_Q/review-218.txt,9714,9736,Cotechino
Debugging_stage/Set_Q/review-218.txt,9738,9765,tuna ventresca
Debugging_stage/Set_Q/review-218.txt,9767,9789,spaghetti
Debugging_stage/Set_Q/review-218.txt,9815,9837,agnolotti
Debugging_stage/Set_Q/review-218.txt,9874,9894,lobster
Debugging_stage/Set_Q/review-219.txt,639,659,samosas
Debugging_stage/Set_Q/review-219.txt,664,692,smoked eggplant
Debugging_stage/Set_Q/review-219.txt,4065,4085,Samosas
Debugging_stage/Set_Q/review-219.txt,4344,4368,carrot soup
Debugging_stage/Set_Q/review-219.txt,4412,4443,fried curry leaves
Debugging_stage/Set_Q/review-219.txt,4519,4538,shrimp
Debugging_stage/Set_Q/review-219.txt,8093,8124,Goa shrimp ceviche
Debugging_stage/Set_Q/review-219.txt,8126,8146,samosas
Debugging_stage/Set_Q/review-219.txt,8197,8230,shrimp and chickpeas
Debugging_stage/Set_Q/review-219.txt,8232,8256,masala fish
Debugging_stage/Set_Q/review-219.txt,8370,8388,lassi
Debugging_stage/Set_Q/review-219.txt,8390,8407,chai
