file name,start offset,end offset,negative sample
../datasets/text-documents-labeled_TRAIN/review-032.txt,473,478,hint 
../datasets/text-documents-labeled_TRAIN/review-032.txt,478,489,of audacity
../datasets/text-documents-labeled_TRAIN/review-032.txt,1121,1139,Japan and veterans
../datasets/text-documents-labeled_TRAIN/review-032.txt,1121,1127,Japan 
../datasets/text-documents-labeled_TRAIN/review-032.txt,1127,1139,and veterans
../datasets/text-documents-labeled_TRAIN/review-032.txt,1187,1209,Japanese restaurant at
../datasets/text-documents-labeled_TRAIN/review-032.txt,395,404,Japanese 
../datasets/text-documents-labeled_TRAIN/review-032.txt,1196,1209,restaurant at
../datasets/text-documents-labeled_TRAIN/review-032.txt,459,472,and the first
../datasets/text-documents-labeled_TRAIN/review-032.txt,310,314,and 
../datasets/text-documents-labeled_TRAIN/review-032.txt,463,472,the first
../datasets/text-documents-labeled_TRAIN/review-032.txt,1327,1353,classical Japanese cuisine
../datasets/text-documents-labeled_TRAIN/review-032.txt,1327,1337,classical 
../datasets/text-documents-labeled_TRAIN/review-032.txt,1337,1353,Japanese cuisine
../datasets/text-documents-labeled_TRAIN/review-032.txt,142,156,with so little
../datasets/text-documents-labeled_TRAIN/review-032.txt,142,147,with 
../datasets/text-documents-labeled_TRAIN/review-032.txt,147,156,so little
../datasets/text-documents-labeled_TRAIN/review-032.txt,538,553,but the texture
../datasets/text-documents-labeled_TRAIN/review-032.txt,538,542,but 
../datasets/text-documents-labeled_TRAIN/review-032.txt,542,553,the texture
../datasets/text-documents-labeled_TRAIN/review-034.txt,63,80,rewards of living
../datasets/text-documents-labeled_TRAIN/review-034.txt,63,71,rewards 
../datasets/text-documents-labeled_TRAIN/review-034.txt,71,80,of living
../datasets/text-documents-labeled_TRAIN/review-034.txt,234,247,idea the next
../datasets/text-documents-labeled_TRAIN/review-034.txt,234,239,idea 
../datasets/text-documents-labeled_TRAIN/review-034.txt,239,247,the next
../datasets/text-documents-labeled_TRAIN/review-034.txt,52,62,One of the
../datasets/text-documents-labeled_TRAIN/review-034.txt,52,56,One 
../datasets/text-documents-labeled_TRAIN/review-034.txt,56,62,of the
../datasets/text-documents-labeled_TRAIN/review-034.txt,686,700,This is street
../datasets/text-documents-labeled_TRAIN/review-034.txt,686,691,This 
../datasets/text-documents-labeled_TRAIN/review-034.txt,691,700,is street
../datasets/text-documents-labeled_TRAIN/review-034.txt,419,435,But Thelewala is
../datasets/text-documents-labeled_TRAIN/review-034.txt,419,423,But 
../datasets/text-documents-labeled_TRAIN/review-034.txt,423,435,Thelewala is
../datasets/text-documents-labeled_TRAIN/review-034.txt,901,919,the most expensive
../datasets/text-documents-labeled_TRAIN/review-034.txt,59,63,the 
../datasets/text-documents-labeled_TRAIN/review-034.txt,905,919,most expensive
../datasets/text-documents-labeled_TRAIN/review-034.txt,797,809,a few stools
../datasets/text-documents-labeled_TRAIN/review-034.txt,173,175,a 
../datasets/text-documents-labeled_TRAIN/review-034.txt,799,809,few stools
../datasets/text-documents-labeled_TRAIN/review-034.txt,296,309,need them for
../datasets/text-documents-labeled_TRAIN/review-034.txt,296,301,need 
../datasets/text-documents-labeled_TRAIN/review-034.txt,301,309,them for
../datasets/text-documents-labeled_TRAIN/review-034.txt,814,826,but the menu
../datasets/text-documents-labeled_TRAIN/review-034.txt,814,818,but 
../datasets/text-documents-labeled_TRAIN/review-034.txt,818,826,the menu
../datasets/text-documents-labeled_TRAIN/review-034.txt,470,482,or how sober
../datasets/text-documents-labeled_TRAIN/review-034.txt,151,154,or 
../datasets/text-documents-labeled_TRAIN/review-034.txt,473,482,how sober
../datasets/text-documents-labeled_TRAIN/review-035.txt,1977,1989,and waves of
../datasets/text-documents-labeled_TRAIN/review-035.txt,213,217,and 
../datasets/text-documents-labeled_TRAIN/review-035.txt,1981,1989,waves of
../datasets/text-documents-labeled_TRAIN/review-035.txt,177,195,with fried chicken
../datasets/text-documents-labeled_TRAIN/review-035.txt,177,182,with 
../datasets/text-documents-labeled_TRAIN/review-035.txt,182,195,fried chicken
../datasets/text-documents-labeled_TRAIN/review-035.txt,1338,1347,t make up
../datasets/text-documents-labeled_TRAIN/review-035.txt,81,83,t 
../datasets/text-documents-labeled_TRAIN/review-035.txt,1340,1347,make up
../datasets/text-documents-labeled_TRAIN/review-035.txt,1990,2017,friendliness and efficiency
../datasets/text-documents-labeled_TRAIN/review-035.txt,1990,2003,friendliness 
../datasets/text-documents-labeled_TRAIN/review-035.txt,2003,2017,and efficiency
../datasets/text-documents-labeled_TRAIN/review-035.txt,217,235,high ceilings make
../datasets/text-documents-labeled_TRAIN/review-035.txt,217,222,high 
../datasets/text-documents-labeled_TRAIN/review-035.txt,222,235,ceilings make
../datasets/text-documents-labeled_TRAIN/review-035.txt,0,20,Hill Country Chicken
../datasets/text-documents-labeled_TRAIN/review-035.txt,0,5,Hill 
../datasets/text-documents-labeled_TRAIN/review-035.txt,5,20,Country Chicken
../datasets/text-documents-labeled_TRAIN/review-035.txt,1426,1443,unadorned or with
../datasets/text-documents-labeled_TRAIN/review-035.txt,1426,1436,unadorned 
../datasets/text-documents-labeled_TRAIN/review-035.txt,1436,1443,or with
../datasets/text-documents-labeled_TRAIN/review-035.txt,357,377,loud lunchtime crowd
../datasets/text-documents-labeled_TRAIN/review-035.txt,357,362,loud 
../datasets/text-documents-labeled_TRAIN/review-035.txt,362,377,lunchtime crowd
../datasets/text-documents-labeled_TRAIN/review-035.txt,1444,1459,shakes of honey
../datasets/text-documents-labeled_TRAIN/review-035.txt,1444,1451,shakes 
../datasets/text-documents-labeled_TRAIN/review-035.txt,1451,1459,of honey
../datasets/text-documents-labeled_TRAIN/review-035.txt,197,216,Counter service and
../datasets/text-documents-labeled_TRAIN/review-035.txt,197,205,Counter 
../datasets/text-documents-labeled_TRAIN/review-035.txt,205,216,service and
../datasets/text-documents-labeled_TRAIN/review-036.txt,921,937,fair and thought
../datasets/text-documents-labeled_TRAIN/review-036.txt,921,926,fair 
../datasets/text-documents-labeled_TRAIN/review-036.txt,926,937,and thought
../datasets/text-documents-labeled_TRAIN/review-036.txt,500,516,Somehow it feels
../datasets/text-documents-labeled_TRAIN/review-036.txt,500,508,Somehow 
../datasets/text-documents-labeled_TRAIN/review-036.txt,508,516,it feels
../datasets/text-documents-labeled_TRAIN/review-036.txt,451,468,and shutters open
../datasets/text-documents-labeled_TRAIN/review-036.txt,223,227,and 
../datasets/text-documents-labeled_TRAIN/review-036.txt,455,468,shutters open
../datasets/text-documents-labeled_TRAIN/review-036.txt,731,742,GR with her
../datasets/text-documents-labeled_TRAIN/review-036.txt,731,734,GR 
../datasets/text-documents-labeled_TRAIN/review-036.txt,734,742,with her
../datasets/text-documents-labeled_TRAIN/review-036.txt,2318,2328,a smack of
../datasets/text-documents-labeled_TRAIN/review-036.txt,148,150,a 
../datasets/text-documents-labeled_TRAIN/review-036.txt,2320,2328,smack of
../datasets/text-documents-labeled_TRAIN/review-036.txt,302,318,spiraling to the
../datasets/text-documents-labeled_TRAIN/review-036.txt,302,312,spiraling 
../datasets/text-documents-labeled_TRAIN/review-036.txt,312,318,to the
../datasets/text-documents-labeled_TRAIN/review-036.txt,1530,1543,are tucked in
../datasets/text-documents-labeled_TRAIN/review-036.txt,404,408,are 
../datasets/text-documents-labeled_TRAIN/review-036.txt,1534,1543,tucked in
../datasets/text-documents-labeled_TRAIN/review-036.txt,328,350,more cobbles underfoot
../datasets/text-documents-labeled_TRAIN/review-036.txt,282,287,more 
../datasets/text-documents-labeled_TRAIN/review-036.txt,333,350,cobbles underfoot
../datasets/text-documents-labeled_TRAIN/review-036.txt,2329,2346,licorice and cane
../datasets/text-documents-labeled_TRAIN/review-036.txt,2329,2338,licorice 
../datasets/text-documents-labeled_TRAIN/review-036.txt,2338,2346,and cane
../datasets/text-documents-labeled_TRAIN/review-036.txt,660,681,young bohemian Jackie
../datasets/text-documents-labeled_TRAIN/review-036.txt,660,666,young 
../datasets/text-documents-labeled_TRAIN/review-036.txt,666,681,bohemian Jackie
../datasets/text-documents-labeled_TRAIN/review-037.txt,189,201,way the best
../datasets/text-documents-labeled_TRAIN/review-037.txt,189,193,way 
../datasets/text-documents-labeled_TRAIN/review-037.txt,193,201,the best
../datasets/text-documents-labeled_TRAIN/review-037.txt,202,222,artisans believe all
../datasets/text-documents-labeled_TRAIN/review-037.txt,202,211,artisans 
../datasets/text-documents-labeled_TRAIN/review-037.txt,211,222,believe all
../datasets/text-documents-labeled_TRAIN/review-037.txt,2251,2263,to cost more
../datasets/text-documents-labeled_TRAIN/review-037.txt,270,273,to 
../datasets/text-documents-labeled_TRAIN/review-037.txt,2254,2263,cost more
../datasets/text-documents-labeled_TRAIN/review-037.txt,72,89,the new artisanal
../datasets/text-documents-labeled_TRAIN/review-037.txt,72,76,the 
../datasets/text-documents-labeled_TRAIN/review-037.txt,76,89,new artisanal
../datasets/text-documents-labeled_TRAIN/review-037.txt,172,188,It signifies the
../datasets/text-documents-labeled_TRAIN/review-037.txt,172,175,It 
../datasets/text-documents-labeled_TRAIN/review-037.txt,175,188,signifies the
../datasets/text-documents-labeled_TRAIN/review-037.txt,273,286,bring out the
../datasets/text-documents-labeled_TRAIN/review-037.txt,273,279,bring 
../datasets/text-documents-labeled_TRAIN/review-037.txt,279,286,out the
../datasets/text-documents-labeled_TRAIN/review-037.txt,246,257,with a dark
../datasets/text-documents-labeled_TRAIN/review-037.txt,246,251,with 
../datasets/text-documents-labeled_TRAIN/review-037.txt,251,257,a dark
../datasets/text-documents-labeled_TRAIN/review-037.txt,258,272,brown crust to
../datasets/text-documents-labeled_TRAIN/review-037.txt,258,264,brown 
../datasets/text-documents-labeled_TRAIN/review-037.txt,264,272,crust to
../datasets/text-documents-labeled_TRAIN/review-037.txt,2235,2250,Bien Cuit tends
../datasets/text-documents-labeled_TRAIN/review-037.txt,0,5,Bien 
../datasets/text-documents-labeled_TRAIN/review-037.txt,2240,2250,Cuit tends
../datasets/text-documents-labeled_TRAIN/review-037.txt,125,144,translates from the
../datasets/text-documents-labeled_TRAIN/review-037.txt,125,136,translates 
../datasets/text-documents-labeled_TRAIN/review-037.txt,136,144,from the
../datasets/text-documents-labeled_TRAIN/review-038.txt,760,776,earthy wild boar
../datasets/text-documents-labeled_TRAIN/review-038.txt,760,767,earthy 
../datasets/text-documents-labeled_TRAIN/review-038.txt,767,776,wild boar
../datasets/text-documents-labeled_TRAIN/review-038.txt,1945,1959,the meaning of
../datasets/text-documents-labeled_TRAIN/review-038.txt,84,88,the 
../datasets/text-documents-labeled_TRAIN/review-038.txt,1949,1959,meaning of
../datasets/text-documents-labeled_TRAIN/review-038.txt,2165,2182,plenty of history
../datasets/text-documents-labeled_TRAIN/review-038.txt,2165,2172,plenty 
../datasets/text-documents-labeled_TRAIN/review-038.txt,2172,2182,of history
../datasets/text-documents-labeled_TRAIN/review-038.txt,2105,2122,a neighborhood of
../datasets/text-documents-labeled_TRAIN/review-038.txt,172,174,a 
../datasets/text-documents-labeled_TRAIN/review-038.txt,2107,2122,neighborhood of
../datasets/text-documents-labeled_TRAIN/review-038.txt,718,746,Italian charcuterie includes
../datasets/text-documents-labeled_TRAIN/review-038.txt,718,726,Italian 
../datasets/text-documents-labeled_TRAIN/review-038.txt,726,746,charcuterie includes
../datasets/text-documents-labeled_TRAIN/review-038.txt,163,173,was also a
../datasets/text-documents-labeled_TRAIN/review-038.txt,163,167,was 
../datasets/text-documents-labeled_TRAIN/review-038.txt,167,173,also a
../datasets/text-documents-labeled_TRAIN/review-038.txt,302,318,One of Cortelyou
../datasets/text-documents-labeled_TRAIN/review-038.txt,302,306,One 
../datasets/text-documents-labeled_TRAIN/review-038.txt,306,318,of Cortelyou
../datasets/text-documents-labeled_TRAIN/review-038.txt,361,375,wine bar named
../datasets/text-documents-labeled_TRAIN/review-038.txt,361,366,wine 
../datasets/text-documents-labeled_TRAIN/review-038.txt,366,375,bar named
../datasets/text-documents-labeled_TRAIN/review-038.txt,2028,2051,consciously a throwback
../datasets/text-documents-labeled_TRAIN/review-038.txt,2028,2040,consciously 
../datasets/text-documents-labeled_TRAIN/review-038.txt,2040,2051,a throwback
../datasets/text-documents-labeled_TRAIN/review-038.txt,250,266,that has evolved
../datasets/text-documents-labeled_TRAIN/review-038.txt,250,255,that 
../datasets/text-documents-labeled_TRAIN/review-038.txt,255,266,has evolved
../datasets/text-documents-labeled_TRAIN/review-039.txt,610,628,limited means into
../datasets/text-documents-labeled_TRAIN/review-039.txt,610,618,limited 
../datasets/text-documents-labeled_TRAIN/review-039.txt,618,628,means into
../datasets/text-documents-labeled_TRAIN/review-039.txt,493,507,But behind the
../datasets/text-documents-labeled_TRAIN/review-039.txt,493,497,But 
../datasets/text-documents-labeled_TRAIN/review-039.txt,497,507,behind the
../datasets/text-documents-labeled_TRAIN/review-039.txt,825,836,s more good
../datasets/text-documents-labeled_TRAIN/review-039.txt,5,7,s 
../datasets/text-documents-labeled_TRAIN/review-039.txt,827,836,more good
../datasets/text-documents-labeled_TRAIN/review-039.txt,883,899,of organic wines
../datasets/text-documents-labeled_TRAIN/review-039.txt,442,445,of 
../datasets/text-documents-labeled_TRAIN/review-039.txt,886,899,organic wines
../datasets/text-documents-labeled_TRAIN/review-039.txt,802,815,with a Keegan
../datasets/text-documents-labeled_TRAIN/review-039.txt,215,220,with 
../datasets/text-documents-labeled_TRAIN/review-039.txt,807,815,a Keegan
../datasets/text-documents-labeled_TRAIN/review-039.txt,337,350,takes up half
../datasets/text-documents-labeled_TRAIN/review-039.txt,337,343,takes 
../datasets/text-documents-labeled_TRAIN/review-039.txt,343,350,up half
../datasets/text-documents-labeled_TRAIN/review-039.txt,100,113,Watch for the
../datasets/text-documents-labeled_TRAIN/review-039.txt,100,106,Watch 
../datasets/text-documents-labeled_TRAIN/review-039.txt,106,113,for the
../datasets/text-documents-labeled_TRAIN/review-039.txt,173,185,How did this
../datasets/text-documents-labeled_TRAIN/review-039.txt,173,177,How 
../datasets/text-documents-labeled_TRAIN/review-039.txt,177,185,did this
../datasets/text-documents-labeled_TRAIN/review-039.txt,957,976,against the current
../datasets/text-documents-labeled_TRAIN/review-039.txt,957,965,against 
../datasets/text-documents-labeled_TRAIN/review-039.txt,965,976,the current
../datasets/text-documents-labeled_TRAIN/review-039.txt,727,742,the Chatham IPA
../datasets/text-documents-labeled_TRAIN/review-039.txt,110,114,the 
../datasets/text-documents-labeled_TRAIN/review-039.txt,731,742,Chatham IPA
../datasets/text-documents-labeled_TRAIN/review-040.txt,573,584,She is also
../datasets/text-documents-labeled_TRAIN/review-040.txt,573,577,She 
../datasets/text-documents-labeled_TRAIN/review-040.txt,577,584,is also
../datasets/text-documents-labeled_TRAIN/review-040.txt,1508,1522,range of wines
../datasets/text-documents-labeled_TRAIN/review-040.txt,1508,1514,range 
../datasets/text-documents-labeled_TRAIN/review-040.txt,1514,1522,of wines
../datasets/text-documents-labeled_TRAIN/review-040.txt,1329,1342,from all over
../datasets/text-documents-labeled_TRAIN/review-040.txt,798,803,from 
../datasets/text-documents-labeled_TRAIN/review-040.txt,1334,1342,all over
../datasets/text-documents-labeled_TRAIN/review-040.txt,1524,1536,but any good
../datasets/text-documents-labeled_TRAIN/review-040.txt,928,932,but 
../datasets/text-documents-labeled_TRAIN/review-040.txt,1528,1536,any good
../datasets/text-documents-labeled_TRAIN/review-040.txt,361,376,partner and the
../datasets/text-documents-labeled_TRAIN/review-040.txt,361,369,partner 
../datasets/text-documents-labeled_TRAIN/review-040.txt,369,376,and the
../datasets/text-documents-labeled_TRAIN/review-040.txt,423,438,room that works
../datasets/text-documents-labeled_TRAIN/review-040.txt,423,428,room 
../datasets/text-documents-labeled_TRAIN/review-040.txt,428,438,that works
../datasets/text-documents-labeled_TRAIN/review-040.txt,377,397,beverage director of
../datasets/text-documents-labeled_TRAIN/review-040.txt,377,386,beverage 
../datasets/text-documents-labeled_TRAIN/review-040.txt,386,397,director of
../datasets/text-documents-labeled_TRAIN/review-040.txt,411,422,has built a
../datasets/text-documents-labeled_TRAIN/review-040.txt,411,415,has 
../datasets/text-documents-labeled_TRAIN/review-040.txt,415,422,built a
../datasets/text-documents-labeled_TRAIN/review-040.txt,1315,1328,The wines are
../datasets/text-documents-labeled_TRAIN/review-040.txt,642,646,The 
../datasets/text-documents-labeled_TRAIN/review-040.txt,1319,1328,wines are
../datasets/text-documents-labeled_TRAIN/review-040.txt,1242,1253,But you won
../datasets/text-documents-labeled_TRAIN/review-040.txt,1242,1246,But 
../datasets/text-documents-labeled_TRAIN/review-040.txt,1246,1253,you won
../datasets/text-documents-labeled_TRAIN/review-041.txt,401,411,of a paper
../datasets/text-documents-labeled_TRAIN/review-041.txt,83,86,of 
../datasets/text-documents-labeled_TRAIN/review-041.txt,404,411,a paper
../datasets/text-documents-labeled_TRAIN/review-041.txt,110,129,Nitehawk Cinema has
../datasets/text-documents-labeled_TRAIN/review-041.txt,0,9,Nitehawk 
../datasets/text-documents-labeled_TRAIN/review-041.txt,119,129,Cinema has
../datasets/text-documents-labeled_TRAIN/review-041.txt,472,490,overpriced soda to
../datasets/text-documents-labeled_TRAIN/review-041.txt,472,483,overpriced 
../datasets/text-documents-labeled_TRAIN/review-041.txt,483,490,soda to
../datasets/text-documents-labeled_TRAIN/review-041.txt,148,165,common with other
../datasets/text-documents-labeled_TRAIN/review-041.txt,148,155,common 
../datasets/text-documents-labeled_TRAIN/review-041.txt,155,165,with other
../datasets/text-documents-labeled_TRAIN/review-041.txt,1033,1051,The three theaters
../datasets/text-documents-labeled_TRAIN/review-041.txt,219,223,The 
../datasets/text-documents-labeled_TRAIN/review-041.txt,1037,1051,three theaters
../datasets/text-documents-labeled_TRAIN/review-041.txt,1279,1295,available at the
../datasets/text-documents-labeled_TRAIN/review-041.txt,1279,1289,available 
../datasets/text-documents-labeled_TRAIN/review-041.txt,1289,1295,at the
../datasets/text-documents-labeled_TRAIN/review-041.txt,1209,1226,State law forbids
../datasets/text-documents-labeled_TRAIN/review-041.txt,1209,1215,State 
../datasets/text-documents-labeled_TRAIN/review-041.txt,1215,1226,law forbids
../datasets/text-documents-labeled_TRAIN/review-041.txt,1118,1135,obligation to eat
../datasets/text-documents-labeled_TRAIN/review-041.txt,1118,1129,obligation 
../datasets/text-documents-labeled_TRAIN/review-041.txt,1129,1135,to eat
../datasets/text-documents-labeled_TRAIN/review-041.txt,2218,2234,rather than wait
../datasets/text-documents-labeled_TRAIN/review-041.txt,2218,2225,rather 
../datasets/text-documents-labeled_TRAIN/review-041.txt,2225,2234,than wait
../datasets/text-documents-labeled_TRAIN/review-041.txt,1172,1184,You can also
../datasets/text-documents-labeled_TRAIN/review-041.txt,1172,1176,You 
../datasets/text-documents-labeled_TRAIN/review-041.txt,1176,1184,can also
../datasets/text-documents-labeled_TRAIN/review-042.txt,1625,1635,but not as
../datasets/text-documents-labeled_TRAIN/review-042.txt,611,615,but 
../datasets/text-documents-labeled_TRAIN/review-042.txt,1629,1635,not as
../datasets/text-documents-labeled_TRAIN/review-042.txt,1764,1781,menu is extremely
../datasets/text-documents-labeled_TRAIN/review-042.txt,450,455,menu 
../datasets/text-documents-labeled_TRAIN/review-042.txt,1769,1781,is extremely
../datasets/text-documents-labeled_TRAIN/review-042.txt,1723,1746,are wholly professional
../datasets/text-documents-labeled_TRAIN/review-042.txt,329,333,are 
../datasets/text-documents-labeled_TRAIN/review-042.txt,1727,1746,wholly professional
../datasets/text-documents-labeled_TRAIN/review-042.txt,146,162,that opened this
../datasets/text-documents-labeled_TRAIN/review-042.txt,146,151,that 
../datasets/text-documents-labeled_TRAIN/review-042.txt,151,162,opened this
../datasets/text-documents-labeled_TRAIN/review-042.txt,1748,1763,and because its
../datasets/text-documents-labeled_TRAIN/review-042.txt,126,130,and 
../datasets/text-documents-labeled_TRAIN/review-042.txt,1700,1711,because its
../datasets/text-documents-labeled_TRAIN/review-042.txt,1665,1678,It is restful
../datasets/text-documents-labeled_TRAIN/review-042.txt,366,369,It 
../datasets/text-documents-labeled_TRAIN/review-042.txt,1668,1678,is restful
../datasets/text-documents-labeled_TRAIN/review-042.txt,110,129,Corsino Cantina and
../datasets/text-documents-labeled_TRAIN/review-042.txt,110,118,Corsino 
../datasets/text-documents-labeled_TRAIN/review-042.txt,118,129,Cantina and
../datasets/text-documents-labeled_TRAIN/review-042.txt,1679,1692,because it is
../datasets/text-documents-labeled_TRAIN/review-042.txt,1679,1687,because 
../datasets/text-documents-labeled_TRAIN/review-042.txt,1687,1692,it is
../datasets/text-documents-labeled_TRAIN/review-042.txt,1636,1650,boring as that
../datasets/text-documents-labeled_TRAIN/review-042.txt,1636,1643,boring 
../datasets/text-documents-labeled_TRAIN/review-042.txt,1643,1650,as that
../datasets/text-documents-labeled_TRAIN/review-042.txt,130,145,this roomy spot
../datasets/text-documents-labeled_TRAIN/review-042.txt,130,135,this 
../datasets/text-documents-labeled_TRAIN/review-042.txt,135,145,roomy spot
../datasets/text-documents-labeled_TRAIN/review-043.txt,160,172,slurp and be
../datasets/text-documents-labeled_TRAIN/review-043.txt,160,166,slurp 
../datasets/text-documents-labeled_TRAIN/review-043.txt,166,172,and be
../datasets/text-documents-labeled_TRAIN/review-043.txt,1811,1829,when the pleasures
../datasets/text-documents-labeled_TRAIN/review-043.txt,1508,1513,when 
../datasets/text-documents-labeled_TRAIN/review-043.txt,1816,1829,the pleasures
../datasets/text-documents-labeled_TRAIN/review-043.txt,1909,1921,best part of
../datasets/text-documents-labeled_TRAIN/review-043.txt,1909,1914,best 
../datasets/text-documents-labeled_TRAIN/review-043.txt,1914,1921,part of
../datasets/text-documents-labeled_TRAIN/review-043.txt,0,24,Onya Japanese Restaurant
../datasets/text-documents-labeled_TRAIN/review-043.txt,0,5,Onya 
../datasets/text-documents-labeled_TRAIN/review-043.txt,5,24,Japanese Restaurant
../datasets/text-documents-labeled_TRAIN/review-043.txt,70,87,During lunch rush
../datasets/text-documents-labeled_TRAIN/review-043.txt,70,77,During 
../datasets/text-documents-labeled_TRAIN/review-043.txt,77,87,lunch rush
../datasets/text-documents-labeled_TRAIN/review-043.txt,1874,1889,skylight in the
../datasets/text-documents-labeled_TRAIN/review-043.txt,1874,1883,skylight 
../datasets/text-documents-labeled_TRAIN/review-043.txt,1883,1889,in the
../datasets/text-documents-labeled_TRAIN/review-043.txt,186,202,desk before your
../datasets/text-documents-labeled_TRAIN/review-043.txt,186,191,desk 
../datasets/text-documents-labeled_TRAIN/review-043.txt,191,202,before your
../datasets/text-documents-labeled_TRAIN/review-043.txt,1748,1760,but it doesn
../datasets/text-documents-labeled_TRAIN/review-043.txt,264,268,but 
