_id,ltable_ID,rtable_ID,custom_address_sim,custom_name_jaccard,custom_address_overlap,custom_name_cosine,custom_address_cosine,custom_cuisine_overlap,rtable_grade,rtable_critical_flag,rtable_violation_code,rtable_cuisine,rtable_zipcode,rtable_address,rtable_name,ltable_price,ltable_cuisine,ltable_zipcode,ltable_address,ltable_name,predicted
30423,79,8787,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,06D,american,10001,165 w 26th st,sid gold's request room,$$,cocktail bars desserts pizza,10001,"165 w 26th st, ,",sid gold's request room,1
30652,80,510,0.75,0.0,1.0,0.0,0.8944271909999159,0.0,Z,Not Critical,08C,american,10001,2 w 32nd st,krush,$,korean noodles chinese,10001,"2 w 32nd st, fl 2",paik's noodle,0
30657,80,656,0.75,0.0,1.0,0.0,0.8944271909999159,1.0,Z,Critical,06E,korean,10001,2 w 32nd st,ddm yupdduk,$,korean noodles chinese,10001,"2 w 32nd st, fl 2",paik's noodle,0
30825,80,10293,0.75,1.0,1.0,1.0,0.8944271909999159,1.0,A,Critical,06E,korean,10001,2 w 32nd st,paik's noodle,$,korean noodles chinese,10001,"2 w 32nd st, fl 2",paik's noodle,1
30943,80,15956,0.75,0.0,1.0,0.0,0.8944271909999159,1.0,A,Critical,02G,korean,10001,2 w 32nd st,mandoo bar,$,korean noodles chinese,10001,"2 w 32nd st, fl 2",paik's noodle,0
32528,84,18779,0.6,0.4,1.0,0.5773502691896258,0.7071067811865475,1.0,A,Critical,06C,korean,10001,10 w 32nd st,miss korea barbecue ''sun'',$$,korean barbeque,10001,"10 w 32nd st, 1st, 2nd & 3rd fl,",miss korea bbq,1
32773,85,11843,1.0,0.0,1.0,0.0,1.0,1.0,A,Not Critical,10F,korean,10001,23 w 32nd st,stage 3,$$,korean,10001,"23 w 32nd st, ,",new wonjo restaurant,0
34125,89,1588,0.75,0.0,1.0,0.0,0.8164965809277261,1.0,A,Not Critical,10F,korean,10001,9 w 32nd st,5 senses,$$,korean,10001,"9 w 32nd st, 2nd fl,",gammeeok,0
35217,91,19150,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,02G,american,10001,247 w 30th st,american whiskey,$$,american (new) cocktail bars sports bars,10001,"247 w 30th st, ,",american whiskey,1
38488,100,10584,1.0,0.14285714285714285,1.0,0.25,1.0,1.0,A,Not Critical,10F,american,10001,218 w 35th st,my belly's playlist,$$,sports bars american (traditional) burgers,10001,"218 w 35th st, ,",rock & reilly's nyc,1
38543,100,13160,1.0,0.125,1.0,0.22360679774997896,1.0,1.0,A,Critical,06C,american,10001,218 w 35th st,rock and reillys lobby bar,$$,sports bars american (traditional) burgers,10001,"218 w 35th st, ,",rock & reilly's nyc,1
38544,100,13171,1.0,0.16666666666666666,1.0,0.2886751345948129,1.0,1.0,A,Critical,02G,american,10001,218 w 35th st,rock and reillys,$$,sports bars american (traditional) burgers,10001,"218 w 35th st, ,",rock & reilly's nyc,1
39848,104,647,1.0,1.0,1.0,1.0,1.0,1.0,Z,Critical,02B,korean,10001,32 w 32nd st,the kunjip,$$,korean,10001,"32 w 32nd st, ,",the kunjip,1
39946,104,4995,1.0,0.3333333333333333,1.0,0.4999999999999999,1.0,1.0,A,Critical,06C,korean,10001,32 w 32nd st,the maze,$$,korean,10001,"32 w 32nd st, ,",the kunjip,1
40620,106,758,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06D,other,10001,224 w 35th st,2 brothers pizza,$$,sushi bars asian fusion,10001,"224 w 35th st, ,",sushi fussion nyc,0
40794,106,10967,1.0,0.6666666666666666,1.0,0.8164965809277259,1.0,0.0,A,Not Critical,08A,jewish/kosher,10001,224 w 35th st,sushi fussion,$$,sushi bars asian fusion,10001,"224 w 35th st, ,",sushi fussion nyc,1
40857,106,13767,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,04A,greek,10001,224 w 35th st,lemony grill,$$,sushi bars asian fusion,10001,"224 w 35th st, ,",sushi fussion nyc,0
46336,120,19848,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,04L,thai,10001,132 w 31st st,dee daa,$$,american (new) breakfast & brunch seafood,10001,"132 w 31st st,",pennsylvania 6 nyc,0
48341,126,3819,1.0,1.0,1.0,1.0,1.0,1.0,C,Not Critical,09B,american,10001,150 w 30th st,madison square tavern,$$,bars american (new),10001,"150 w 30th st, ,",madison square tavern,1
49850,130,2631,0.5,0.2,1.0,0.33333333333333337,0.8164965809277261,0.0,A,Critical,06C,korean,10001,34 w 32nd st,turntable lp bar,$$,coffee & tea american (traditional) cafes,10001,"34 w 32nd st, fl 5",turntable coffee & music,0
50040,130,13468,0.5,0.0,1.0,0.0,0.8164965809277261,0.0,A,Critical,04A,korean,10001,34 w 32nd st,space billard,$$,coffee & tea american (traditional) cafes,10001,"34 w 32nd st, fl 5",turntable coffee & music,0
51959,135,13576,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06D,american,10001,30 w 31st st,hyatt herald square,$$,italian breakfast & brunch diners,10001,"30 w 31st st,",contorno's restaurant,0
53524,139,14973,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,american,10001,127 w 28th st,stix chelsea/hotel indigo/rooftop bar,$$,lounges breakfast & brunch sandwiches,10001,"127 w 28th st,",cloud 28,0
53778,140,8643,1.0,0.0,1.0,0.0,1.0,1.0,B,Critical,06E,korean,10001,11 w 32nd st,food gallery 32,$$,korean,10001,"11 w 32nd st, ,",hanok,0
53906,140,14964,1.0,0.0,1.0,0.0,1.0,1.0,B,Critical,04H,korean,10001,11 w 32nd st,maru,$$,korean,10001,"11 w 32nd st, ,",hanok,0
54019,141,647,0.39999999999999997,0.0,1.0,0.0,0.7559289460184544,1.0,Z,Critical,02B,korean,10001,32 w 32nd st,the kunjip,$,korean,10001,"11 w 32nd st, food gallery 32,",boon sik zip,0
54117,141,4995,0.39999999999999997,0.0,1.0,0.0,0.7559289460184544,1.0,A,Critical,06C,korean,10001,32 w 32nd st,the maze,$,korean,10001,"11 w 32nd st, food gallery 32,",boon sik zip,0
54161,141,8643,0.6,0.0,1.0,0.0,0.7559289460184544,1.0,B,Critical,06E,korean,10001,11 w 32nd st,food gallery 32,$,korean,10001,"11 w 32nd st, food gallery 32,",boon sik zip,0
54289,141,14964,0.6,0.0,1.0,0.0,0.7559289460184544,1.0,B,Critical,04H,korean,10001,11 w 32nd st,maru,$,korean,10001,"11 w 32nd st, food gallery 32,",boon sik zip,0
54482,142,4189,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,08A,italian,10001,108 w 32nd st,barilla restaurants,$$,italian,10001,"108 w 32nd st, ,",barilla restaurants,1
55595,145,2631,0.5,0.2,1.0,0.33333333333333337,0.8164965809277261,0.0,A,Critical,06C,korean,10001,34 w 32nd st,turntable lp bar,$$,coffee & tea american (traditional) cafes,10001,"34 w 32nd st, fl 5",turntable coffee & music,0
55785,145,13468,0.5,0.0,1.0,0.0,0.8164965809277261,0.0,A,Critical,04A,korean,10001,34 w 32nd st,space billard,$$,coffee & tea american (traditional) cafes,10001,"34 w 32nd st, fl 5",turntable coffee & music,0
56830,148,7440,1.0,1.0,1.0,1.0,1.0,0.0,A,Not Critical,08C,asian,10001,28 w 32nd st,hanamichi,$$,japanese korean sushi bars,10001,"28 w 32nd st, ,",hanamichi,1
57561,150,4945,1.0,0.0,1.0,0.0,1.0,0.0,B,Critical,06C,japanese,10001,53 w 35th st,mew,$$,korean seafood,10001,"53 w 35th st, ,",hanbat restaurant,0
59386,155,700,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,04L,pizza,10001,151 w 34th st,pizza bar,$,burgers fast food,10001,"151 w 34th st, ,",mcdonald's,0
59659,155,15178,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,09C,salads,10001,151 w 34th st,just salad,$,burgers fast food,10001,"151 w 34th st, ,",mcdonald's,0
63003,164,10654,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,09C,american,10001,159 w 26th st,crompton ale house,$$,bars american (new),10001,"159 w 26th st,",crompton ale house,1
63353,165,8643,0.5,0.0,1.0,0.0,0.8164965809277261,1.0,B,Critical,06E,korean,10001,11 w 32nd st,food gallery 32,$$,sushi bars korean japanese,10001,"11 w 32nd st, ste 5,",roll & katsu kitchen,0
63481,165,14964,0.5,0.0,1.0,0.0,0.8164965809277261,1.0,B,Critical,04H,korean,10001,11 w 32nd st,maru,$$,sushi bars korean japanese,10001,"11 w 32nd st, ste 5,",roll & katsu kitchen,0
63580,166,216,1.0,0.0,1.0,0.0,1.0,1.0,A,Not Critical,10B,pizza/italian,10001,460 w 34th st,rocky's bar & restaurant,$,pizza,10001,"460 w 34th st, ,",la bella stella,0
68714,179,8585,1.0,1.0,1.0,1.0,1.0,1.0,B,Not Critical,10F,american,10001,116 w 32nd st,cafe r,$,food court american (new) breakfast & brunch,10001,"116 w 32nd st, ,",cafe r,1
69000,180,2631,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06C,korean,10001,34 w 32nd st,turntable lp bar,$$,chinese,10001,"34 w 32nd st,",son ja jang,0
69190,180,13468,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,04A,korean,10001,34 w 32nd st,space billard,$$,chinese,10001,"34 w 32nd st,",son ja jang,0
108851,296,3017,1.0,0.6666666666666666,1.0,0.8164965809277259,1.0,0.0,A,Not Critical,10F,american,10002,145 e houston st,fools gold,$$,gastropubs pubs cocktail bars,10002,"145 e houston st, ,",fools gold nyc,1
153733,419,5750,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10F,japanese,10003,108 e 4th st,benemon,$$,japanese,10003,"108 e 4th st,",benemon,1
154175,420,2554,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,06D,japanese,10003,21 e 16th st,tsurutontan udon noodle brasserie,$$,japanese noodles soup,10003,"21 e 16th st, ,",tsurutontan udon noodle brasserie,1
155226,422,1558,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06F,american,10003,342 e 6th st,the eddy,$$,japanese noodles,10003,"342 e 6th st, ,",raku,0
155625,422,16040,1.0,1.0,1.0,1.0,1.0,0.0,A,Not Critical,10F,asian,10003,342 e 6th st,raku,$$,japanese noodles,10003,"342 e 6th st, ,",raku,1
156171,423,16362,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,pizza/italian,10003,2 saint marks pl,ray's pizza bagel cafe,$$,greek,10003,"2 saint marks pl,",ayios greek rotisserie,0
158591,428,5386,0.5,0.16666666666666666,1.0,0.4082482904638631,0.7559289460184544,1.0,C,Not Critical,08A,american,10003,201 park ave s,irvington bar and restaurant/studio/lilium,$$$,american (new),10003,"the w hotel, 201 park ave s,",irvington,0
159554,430,1558,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,06F,american,10003,342 e 6th st,the eddy,$$$,american (new),10003,"342 e 6th st, ,",the eddy,1
159953,430,16040,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,asian,10003,342 e 6th st,raku,$$$,american (new),10003,"342 e 6th st, ,",the eddy,0
168334,446,5506,1.0,0.5,1.0,0.7071067811865475,1.0,0.0,A,Not Critical,09B,japanese,10003,326 e 6th st,the izakaya,$$,izakaya tapas/small plates,10003,"326 e 6th st, ,",izakaya,1
172799,454,11109,1.0,0.3333333333333333,1.0,0.5773502691896258,1.0,1.0,A,Critical,06F,japanese,10003,41 e 11th st,ootoya,$$,japanese,10003,"41 e 11th st, ,",ootoya greenwich village,1
176388,461,3254,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,japanese,10003,36 e 4th st,ogawa cafe,$$$,italian,10003,"36 e 4th st,",misirizzi,0
176450,461,5604,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10B,italian,10003,36 e 4th st,misirizzi,$$$,italian,10003,"36 e 4th st,",misirizzi,1
179409,466,15021,1.0,0.6666666666666666,1.0,0.8164965809277259,1.0,0.0,A,Critical,02G,japanese,10003,84 e 10th st,ramen zundo-ya,$$,ramen,10003,"84 e 10th st, ,",zundo-ya,1
195367,496,4826,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06D,tex-mex,10003,211 e 14th st,amy taco,$,sandwiches salad mediterranean,10003,"211 e 14th st, ,",bite,0
195814,497,1935,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06C,japanese,10003,33 e 20th st,sugar fish,$$$,sushi bars,10003,33 e 20th st,sugarfish by sushi nozawa,0
199471,503,17017,1.0,0.25,1.0,0.5,1.0,1.0,A,Not Critical,09C,italian,10003,225 park ave s,florian cafe tattoria & bar,$$$,italian pizza,10003,"225 park ave s, ,",florian,1
207384,518,9839,1.0,1.0,1.0,1.0,1.0,0.0,A,Not Critical,10B,french,10003,30 e 20th st,le coq rico,$$$,brasseries,10003,"30 e 20th st,",le coq rico,1
209722,522,15782,1.0,0.5,1.0,0.7071067811865475,1.0,0.5,A,Critical,04N,sandwiches/salads/mixed buffet,10003,28 e 12th st,num pang,$,cambodian sandwiches,10003,"28 e 12th st,",num pang sandwich shop,1
217337,536,17440,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06D,tapas,10003,40 e 20th st,tamu lola,$$$,mexican lounges,10003,"40 e 20th st,",casa neta,0
218154,538,7536,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,08B,italian,10003,9 e 17th st,al vicoletto,$$,italian wine bars delis,10003,"9 e 17th st, ,",al vicoletto,1
218509,539,1103,1.0,0.6,1.0,0.7745966692414834,1.0,1.0,A,Critical,06D,american,10003,101 e 19th st,union square cafe/ daily provisions,$$$,american (new) cafes wine bars,10003,"101 e 19th st, ,",union square cafe,1
220158,542,1928,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10F,japanese,10003,350 e 9th st,new mizu sushi,$$,sushi bars japanese,10003,"350 e 9th st,",new mizu sushi,1
220520,542,14819,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,04A,"juice, smoothies, fruit salads",10003,350 e 9th st,bequ juice,$$,sushi bars japanese,10003,"350 e 9th st,",new mizu sushi,0
228116,556,15782,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,04N,sandwiches/salads/mixed buffet,10003,28 e 12th st,num pang,$,mexican gluten-free,10003,"28 e 12th st, ,",dorado tacos,0
234899,569,6320,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,06C,american,10003,243 e 14th st,the winslow,$$,pubs,10003,"243 e 14th st, ,",the winslow,1
253997,604,12831,1.0,0.5,1.0,0.7071067811865475,1.0,0.0,A,Not Critical,10B,other,10003,341 e 9th st,the immigrant tap room,$$,wine bars,10003,"341 e 9th st,",the immigrant,1
259638,615,1492,1.0,1.0,1.0,1.0,1.0,1.0,B,Critical,04M,japanese,10003,52 e 8th st,jp street,$,japanese burgers chicken wings,10003,"52 e 8th st, ,",jp street,1
263994,623,2434,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,asian,10003,250 e 14th st,pokevillage,$$,poke korean ramen,10003,"250 e 14th st,",poke village,0
268015,630,11109,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06F,japanese,10003,41 e 11th st,ootoya,$$,coffee & tea vegan gluten-free,10003,"41 e 11th st, ,",peacefood cafe downtown,0
272102,638,2250,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,02B,thai,10003,32 e 7th st,east village thia restaurant,$$,sandwiches,10003,"32 e 7th st,",le petit parisien,0
272479,638,15914,1.0,1.0,1.0,1.0,1.0,0.0,A,Not Critical,10D,french,10003,32 e 7th st,le petit parisien,$$,sandwiches,10003,"32 e 7th st,",le petit parisien,1
275895,645,2421,1.0,0.0,1.0,0.0,1.0,0.4,Z,Critical,06C,"latin (cuban, dominican, puerto rican, south & central american)",10003,12 saint marks pl,vspot organic,$$,latin american vegan gluten-free,10003,12 saint marks pl,v spot,0
275977,645,4861,0.0,0.0,0.75,0.0,0.6123724356957946,0.0,A,Not Critical,10B,"ice cream, gelato, yogurt, ices",10003,42 1/2 saint marks pl,10 below ice cream,$$,latin american vegan gluten-free,10003,12 saint marks pl,v spot,0
280217,653,2250,1.0,0.4,1.0,0.5773502691896258,1.0,1.0,A,Critical,02B,thai,10003,32 e 7th st,east village thia restaurant,$$,thai,10003,"32 e 7th st, ,",east village thai,1
280594,653,15914,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10D,french,10003,32 e 7th st,le petit parisien,$$,thai,10003,"32 e 7th st, ,",east village thai,0
286579,700,19300,1.0,0.25,1.0,0.40824829046386296,1.0,1.0,A,Critical,02G,german,10004,19 s william st,bavaria bierhouse,$$,german beer gardens,10004,"19 s william st,",bavaria bier haus,1
287688,710,12733,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06A,mexican,10004,1 new york plz,chipotle mexican grill,$$,american (new) american (traditional) burgers,10004,"1 new york plz, ,",schnipper's quality kitchen,0
287704,710,14827,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,café/coffee/tea,10004,1 new york plz,starbucks,$$,american (new) american (traditional) burgers,10004,"1 new york plz, ,",schnipper's quality kitchen,0
287706,710,14843,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,02H,mediterranean,10004,1 new york plz,naya express,$$,american (new) american (traditional) burgers,10004,"1 new york plz, ,",schnipper's quality kitchen,0
287729,710,18259,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06E,"juice, smoothies, fruit salads",10004,1 new york plz,retro fitness,$$,american (new) american (traditional) burgers,10004,"1 new york plz, ,",schnipper's quality kitchen,0
287734,710,18755,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,02G,salads,10004,1 new york plz,chop't,$$,american (new) american (traditional) burgers,10004,"1 new york plz, ,",schnipper's quality kitchen,0
287735,710,18834,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,02G,hamburgers,10004,1 new york plz,schnippers,$$,american (new) american (traditional) burgers,10004,"1 new york plz, ,",schnipper's quality kitchen,0
291980,747,12733,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06A,mexican,10004,1 new york plz,chipotle mexican grill,$,fast food sandwiches,10004,"1 new york plz, ,",subway,0
291996,747,14827,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,café/coffee/tea,10004,1 new york plz,starbucks,$,fast food sandwiches,10004,"1 new york plz, ,",subway,0
291998,747,14843,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,02H,mediterranean,10004,1 new york plz,naya express,$,fast food sandwiches,10004,"1 new york plz, ,",subway,0
