file name,start offset,end offset,dish name
../Set_Q/review-150.txt,2763,2791,shrimp cocktail
../Set_Q/review-150.txt,2933,2965,chopped razor clams
../Set_Q/review-150.txt,2992,3016,lemon aioli
../Set_Q/review-150.txt,3369,3391,hamburger
../Set_Q/review-150.txt,3935,3964,brussels sprouts
../Set_Q/review-150.txt,4609,4628,burger
../Set_Q/review-150.txt,5178,5203,filet mignon
../Set_Q/review-150.txt,5534,5566,Berkshire pork chop
../Set_Q/review-150.txt,5815,5844,roasted branzino
../Set_Q/review-151.txt,962,981,ciorba
../Set_Q/review-151.txt,1145,1198,Crumpled-looking pork-and-veal meatballs
../Set_Q/review-151.txt,1725,1788,"pan-fried pastries stuffed
undaintily with cabbage"
../Set_Q/review-151.txt,2096,2125,Italian malfatti
../Set_Q/review-151.txt,2304,2345,creamy salads of veal tongue
../Set_Q/review-151.txt,2372,2392,mititei
../Set_Q/review-151.txt,2464,2486,kashkaval
../Set_Q/review-151.txt,2796,2844,breaded and baked fillets of zander
../Set_Q/review-151.txt,2919,2944,chicken Kiev
../Set_Q/review-151.txt,3087,3130,"cornmeal porridge
like polenta"
../Set_Q/review-151.txt,3928,3965,chocolate backed pudding
../Set_Q/review-152.txt,911,954,bread and fermented mozzarella
../Set_Q/review-152.txt,1934,1952,Pizza
../Set_Q/review-152.txt,3249,3269,ricotta
../Set_Q/review-153.txt,2544,2569,Jams chicken
../Set_Q/review-153.txt,3338,3364,"Jams
pancakes"
../Set_Q/review-153.txt,3643,3669,smoked salmon
../Set_Q/review-153.txt,4127,4162, Toasted fregola sarda
../Set_Q/review-153.txt,4714,4759,German chocolate angel food cake
../Set_Q/review-153.txt,4903,4934,Rigatoni with crab
../Set_Q/review-154.txt,612,634,Salteñas
../Set_Q/review-154.txt,1337,1372,Chinese soup dumplings
../Set_Q/review-154.txt,2032,2059,chicken breast
../Set_Q/review-154.txt,2241,2271,Bolivian fricasé
../Set_Q/review-154.txt,2838,2857,llajua
../Set_Q/review-154.txt,3655,3687,sandwiches de chola
../Set_Q/review-155.txt,5518,5547,poulet en vessie
../Set_Q/review-155.txt,6857,6889,fattened duck liver
../Set_Q/review-155.txt,6993,7019,foie gras’s
../Set_Q/review-155.txt,7234,7268,fried brussels sprout
../Set_Q/review-155.txt,7280,7303,smoked eel
../Set_Q/review-156.txt,1065,1102,Roasted piquillo peppers
../Set_Q/review-156.txt,1209,1240,seared skirt steak
../Set_Q/review-156.txt,3118,3150,"Streaky
 lamb belly"
../Set_Q/review-156.txt,3536,3569,"slab
 of goat confit"
../Set_Q/review-156.txt,4133,4162,Four razor clams
../Set_Q/review-157.txt,1651,1678,cha ca la Vong
../Set_Q/review-157.txt,1733,1754,branzino
../Set_Q/review-157.txt,2235,2261,"fried
chicken"
../Set_Q/review-157.txt,3183,3206,tater tots
../Set_Q/review-157.txt,3998,4042,"“charred
lemon grass calamari"
../Set_Q/review-157.txt,4167,4217,pad Thai with bacon and fried oysters
../Set_Q/review-157.txt,5150,5175,fluke fillet
../Set_Q/review-157.txt,5275,5333,chow fun noodles with pork and mustard greens
../Set_Q/review-158.txt,163,189,fried chicken
../Set_Q/review-158.txt,2216,2242,fried chicken
../Set_Q/review-158.txt,2632,2690,pork ribs lacquered with sweet barbecue sauce
../Set_Q/review-158.txt,2737,2762,smoky turkey
../Set_Q/review-158.txt,2767,2792,candied yams
../Set_Q/review-158.txt,2908,2946,pork chop over white rice
../Set_Q/review-158.txt,3000,3027,okra succotash
../Set_Q/review-158.txt,3219,3241,beef ribs
../Set_Q/review-158.txt,3398,3427,Smothered oxtail
../Set_Q/review-158.txt,3429,3456,baked bluefish
../Set_Q/review-159.txt,2547,2579,tail and pork belly
../Set_Q/review-159.txt,2920,2951,Colorado lamb loin
../Set_Q/review-159.txt,3256,3285,Wiener schnitzel
../Set_Q/review-159.txt,3370,3423,dry veal tenderloin  with charred onions
../Set_Q/review-159.txt,3847,3869,dice roll
../Set_Q/review-159.txt,4202,4222,burgers
../Set_Q/review-159.txt,4224,4244,sliders
../Set_Q/review-159.txt,4246,4264,fries
../Set_Q/review-159.txt,4430,4452,hamburger
../Set_Q/review-159.txt,4717,4742,papas fritas
../Set_Q/review-159.txt,4845,4871,"saffron
aioli"
../Set_Q/review-159.txt,4978,5032,pastrami pork-belly sliders with raclette
../Set_Q/review-159.txt,5273,5313,"sea scallop “sandwich,”"
../Set_Q/review-159.txt,6074,6100,"Fluke
sashimi"
../Set_Q/review-159.txt,6257,6285,caramel popcorn
../Set_Q/review-160.txt,2607,2638,smoked hot sausage
../Set_Q/review-160.txt,2920,2944,pulled pork
../Set_Q/review-160.txt,3590,3613,Spare ribs
../Set_Q/review-160.txt,4843,4885, Mighty Quinn’s baked beans
../Set_Q/review-160.txt,5154,5192,salad of peas and edamame
../Set_Q/review-160.txt,5321,5356,sweet potato casserole
../Set_Q/review-161.txt,303,328,French toast
../Set_Q/review-161.txt,344,366,pierogies
../Set_Q/review-161.txt,368,388,paninis
../Set_Q/review-161.txt,393,423,linguine pomodoro
../Set_Q/review-161.txt,1367,1397," spongy fish
cake"
../Set_Q/review-161.txt,1421,1455,string beans and okra
../Set_Q/review-161.txt,1815,1835,lo mein
../Set_Q/review-161.txt,1877,1897,mei fun
../Set_Q/review-161.txt,2123,2148,jasmine rice
../Set_Q/review-162.txt,1061,1101,melted Cheddar and Cotswold
../Set_Q/review-162.txt,1113,1142,deep-fried curds
../Set_Q/review-162.txt,1191,1233,Buffalo-style baptism by fire
../Set_Q/review-162.txt,1292,1319,grilled cheese
../Set_Q/review-162.txt,1368,1397,a mac and cheese
../Set_Q/review-162.txt,1434,1454,Burgers
../Set_Q/review-162.txt,1824,1871,slow-moving lava of pimento cheese
../Set_Q/review-162.txt,2315,2347,Rivers Edge chèvre
../Set_Q/review-162.txt,2768,2787,Etivaz
../Set_Q/review-162.txt,2922,2948,Challerhocker
../Set_Q/review-163.txt,61,83,clam roll
../Set_Q/review-163.txt,1096,1126,touch of tarragon
../Set_Q/review-163.txt,1229,1254,golden beets
../Set_Q/review-163.txt,1261,1296,Meaty corkscrew whelks
../Set_Q/review-163.txt,1951,1995,"the bowl of big, sweet steamers"
../Set_Q/review-163.txt,2105,2145,clipper-ship-size clam roll
../Set_Q/review-163.txt,2185,2225,fat-bellied fried Ipswiches
../Set_Q/review-163.txt,2398,2442,mayonnaise-drowned lobster roll
../Set_Q/review-164.txt,1731,1756,steak frites
../Set_Q/review-164.txt,2616,2641,suckling pig
../Set_Q/review-164.txt,3212,3232,Lobster
../Set_Q/review-164.txt,4426,4452,roast chicken
../Set_Q/review-165.txt,58,89,grilled pig snouts
../Set_Q/review-165.txt,973,1001,grilled chicken
../Set_Q/review-165.txt,1605,1635,crunchy pig tails
../Set_Q/review-165.txt,1651,1682,tender pork tongue
../Set_Q/review-165.txt,1906,1928,muu sawan
../Set_Q/review-165.txt,2000,2025,"tom
saep muu"
../Set_Q/review-165.txt,2434,2460,yam plaa meuk
../Set_Q/review-165.txt,2465,2508,squid with tomatoes and celery
../Set_Q/review-165.txt,2514,2547,yam het huu nuu khao
../Set_Q/review-165.txt,2794,2822,khai luuk khoei
../Set_Q/review-165.txt,3002,3045,Vietnamese-style chicken wings
../Set_Q/review-166.txt,1536,1560,spicy whelk
../Set_Q/review-166.txt,1583,1613,buckwheat noodles
../Set_Q/review-166.txt,1676,1709,tender little whelks
../Set_Q/review-166.txt,2155,2175,japchae
../Set_Q/review-166.txt,2414,2466,"pancake of scallions and Korean
peppers"
../Set_Q/review-166.txt,2900,2919,kimchi
../Set_Q/review-166.txt,2920,2964, bacon and chorizo “paella”
../Set_Q/review-166.txt,3284,3317,"fried
Jidori hen egg"
../Set_Q/review-166.txt,3346,3373,bulgogi slider
../Set_Q/review-166.txt,3667,3690,pork-belly
../Set_Q/review-166.txt,3901,3931,poached sablefish
../Set_Q/review-166.txt,4002,4038,chopstick-tender daikon
../Set_Q/review-167.txt,114,132,pizza
../Set_Q/review-167.txt,2179,2211,single-serving pies
../Set_Q/review-167.txt,2283,2313,brick-oven pizzas
../Set_Q/review-167.txt,2664,2685,clam pie
../Set_Q/review-167.txt,3199,3227,pepperoni pizza
../Set_Q/review-167.txt,4162,4200,hot-pork-drenched cracker
../Set_Q/review-168.txt,3851,3884,juicy pink pork chop
../Set_Q/review-168.txt,4015,4051,lip-smacking Bordelaise
../Set_Q/review-168.txt,4060,4097,"hot, crisp
potato sticks"
../Set_Q/review-168.txt,4136,4159,lamb shank
../Set_Q/review-168.txt,4516,4568,fat mussels in a wonderful creamy broth
../Set_Q/review-168.txt,4813,4845,razor clams slapped
../Set_Q/review-168.txt,5125,5156,seared bigeye tuna
../Set_Q/review-169.txt,701,727,cabbage salad
../Set_Q/review-169.txt,1929,1961,cauliflower florets
../Set_Q/review-169.txt,2450,2484,rosemary lady fingers
../Set_Q/review-169.txt,3788,3829,a salad of grilled scallions
../Set_Q/review-170.txt,683,715,strip steak special
../Set_Q/review-170.txt,1052,1079,A half chicken
../Set_Q/review-170.txt,1120,1150,fillet of halibut
../Set_Q/review-170.txt,1231,1263,grilled duck hearts
../Set_Q/review-170.txt,1330,1356,a sorrel soup
../Set_Q/review-170.txt,1546,1568,lemon pie
../Set_Q/review-170.txt,1699,1722,Presidente
../Set_Q/review-211.txt,305,324,pastas
../Set_Q/review-211.txt,329,348,pizzas
../Set_Q/review-211.txt,353,380,romesco sauces
../Set_Q/review-211.txt,2910,2933,bar snacks
../Set_Q/review-211.txt,2941,2969,porcelain bowls
../Set_Q/review-211.txt,3270,3295,tuna tartare
../Set_Q/review-211.txt,3413,3433,chorizo
../Set_Q/review-211.txt,3546,3566,burrata
../Set_Q/review-211.txt,3611,3637,roasted beets
../Set_Q/review-211.txt,3644,3668,vinaigrette
../Set_Q/review-211.txt,4304,4333,tarragon chicken
../Set_Q/review-211.txt,4620,4637,rice
../Set_Q/review-211.txt,4708,4732,steamed egg
../Set_Q/review-211.txt,4734,4763,fried artichokes
../Set_Q/review-211.txt,4861,4889,Steamed halibut
../Set_Q/review-211.txt,4995,5012,fish
../Set_Q/review-211.txt,5028,5060,saffron-tomato soup
../Set_Q/review-211.txt,5686,5723,Soft-shell crab crostini
../Set_Q/review-211.txt,5901,5924,red prawns
../Set_Q/review-211.txt,5926,5946,mussels
../Set_Q/review-211.txt,5959,5990,green-onion purée
../Set_Q/review-211.txt,6026,6064,pimentón-dusted potatoes
../Set_Q/review-211.txt,6177,6201,poached egg
../Set_Q/review-211.txt,6241,6273,Parmigiano-Reggiano
../Set_Q/review-211.txt,6343,6369,chicory salad
../Set_Q/review-211.txt,6517,6546,crunchy potatoes
../Set_Q/review-211.txt,6562,6591,tarragon chicken
../Set_Q/review-211.txt,6624,6651,scrambled eggs
../Set_Q/review-212.txt,994,1021,mushroom broth
../Set_Q/review-212.txt,1039,1066,liquid ravioli
../Set_Q/review-212.txt,1236,1253,rice
../Set_Q/review-212.txt,1259,1287,duck cracklings
../Set_Q/review-212.txt,2187,2204,tuna
../Set_Q/review-212.txt,2546,2575,slow-poached egg
../Set_Q/review-212.txt,2871,2901,sunny-side-up egg
../Set_Q/review-212.txt,4607,4626,shrimp
../Set_Q/review-212.txt,5841,5876,Farm egg with salt cod
../Set_Q/review-212.txt,5878,5909,coconut-curry soup
../Set_Q/review-212.txt,5915,5938,cuttlefish
../Set_Q/review-212.txt,5940,5972,"peas, egg and bacon"
../Set_Q/review-212.txt,5974,6001,shrimp alhinho
../Set_Q/review-212.txt,6003,6025,baby goat
../Set_Q/review-212.txt,6027,6061,rice with duck confit
../Set_Q/review-212.txt,6063,6084,scallops
../Set_Q/review-212.txt,6086,6117,strawberry tasting
../Set_Q/review-212.txt,6119,6147,caramel brioche
../Set_Q/review-213.txt,171,189,pizza
../Set_Q/review-213.txt,259,277,pizza
../Set_Q/review-213.txt,1339,1363,fried pizza
../Set_Q/review-213.txt,1551,1572,egg roll
../Set_Q/review-213.txt,1661,1691,smoked mozzarella
../Set_Q/review-213.txt,1696,1716,ricotta
../Set_Q/review-213.txt,1982,2012,margherita regina
../Set_Q/review-213.txt,2223,2249,secondigliano
../Set_Q/review-213.txt,2292,2312,provola
../Set_Q/review-213.txt,2393,2417,fuorigrotta
../Set_Q/review-213.txt,2658,2680,antipasti
../Set_Q/review-213.txt,2701,2720,salads
../Set_Q/review-213.txt,2743,2764,desserts
../Set_Q/review-213.txt,4230,4252,Montanara
../Set_Q/review-213.txt,4256,4279,margherita
../Set_Q/review-213.txt,4334,4360,secondigliano
../Set_Q/review-213.txt,4376,4394,pizza
../Set_Q/review-213.txt,4400,4424,fuorigrotta
../Set_Q/review-213.txt,4426,4449,mozzarella
../Set_Q/review-213.txt,4454,4475,pecorino
../Set_Q/review-214.txt,173,203,slow-roasted lamb
../Set_Q/review-214.txt,246,266,paratha
../Set_Q/review-214.txt,270,312,many-layered Indian flatbread
../Set_Q/review-214.txt,787,805,tacos
../Set_Q/review-214.txt,997,1017,paratha
../Set_Q/review-214.txt,1706,1732,Indian paneer
../Set_Q/review-214.txt,2032,2060,Chicken chorizo
../Set_Q/review-214.txt,2562,2583,parathas
../Set_Q/review-214.txt,2805,2826,Goa Taco
../Set_Q/review-215.txt,95,126,rotisserie-chicken
../Set_Q/review-215.txt,779,799,chicken
../Set_Q/review-215.txt,2081,2106,French fries
../Set_Q/review-215.txt,2174,2201,rice and beans
../Set_Q/review-215.txt,2454,2486,rotisserie chickens
../Set_Q/review-215.txt,2807,2830,fried rice
../Set_Q/review-215.txt,2963,2980,rice
../Set_Q/review-215.txt,3301,3326,French fries
../Set_Q/review-215.txt,3331,3348,rice
../Set_Q/review-215.txt,3385,3410,French fries
../Set_Q/review-215.txt,3427,3448,hot dogs
../Set_Q/review-215.txt,4532,4563,rotisserie chicken
../Set_Q/review-215.txt,4581,4610,chicken stir-fry
../Set_Q/review-215.txt,4621,4644,fried rice
../Set_Q/review-215.txt,4648,4667,quinoa
../Set_Q/review-216.txt,310,328,pizza
../Set_Q/review-216.txt,926,943,Fish
../Set_Q/review-216.txt,1917,1933,dal
../Set_Q/review-216.txt,2029,2046,rice
../Set_Q/review-216.txt,2078,2095,fish
../Set_Q/review-216.txt,3394,3435,pinkish chicken tikka masala
../Set_Q/review-216.txt,3459,3488,chicken tandoori
../Set_Q/review-216.txt,3510,3531,biriyani
../Set_Q/review-216.txt,3660,3680,samosas
../Set_Q/review-216.txt,4423,4454,vegetable fritters
../Set_Q/review-216.txt,4466,4492,mashed dishes
../Set_Q/review-217.txt,133,160,baked spaetzle
../Set_Q/review-217.txt,1288,1317,kassler rippchen
../Set_Q/review-217.txt,1322,1349,baked spaetzle
../Set_Q/review-217.txt,2414,2434,sausage
../Set_Q/review-217.txt,2650,2671,sandwich
../Set_Q/review-217.txt,3046,3068,meatballs
../Set_Q/review-217.txt,3070,3107,spinach and wisps of egg
../Set_Q/review-217.txt,3112,3138,chicken broth
../Set_Q/review-217.txt,3528,3557,kassler rippchen
../Set_Q/review-217.txt,3717,3745,potato pancakes
../Set_Q/review-217.txt,3897,3924,baked spaetzle
../Set_Q/review-217.txt,5167,5193,Bread pudding
../Set_Q/review-217.txt,5306,5331,vanilla bean
../Set_Q/review-217.txt,5739,5772,Italian wedding soup
../Set_Q/review-217.txt,5774,5799,krainerwurst
../Set_Q/review-217.txt,5801,5835,goulash with spaetzle
../Set_Q/review-217.txt,5837,5861,sauerbraten
../Set_Q/review-217.txt,5863,5892,kassler rippchen
../Set_Q/review-217.txt,5894,5920,bread pudding
../Set_Q/review-218.txt,1754,1782,spiced gazpacho
../Set_Q/review-218.txt,1872,1890,pasta
../Set_Q/review-218.txt,1900,1922,tonarelli
../Set_Q/review-218.txt,5234,5251,tuna
../Set_Q/review-218.txt,5393,5418,lemon yogurt
../Set_Q/review-218.txt,6139,6170,Spinach garganelli
../Set_Q/review-218.txt,6201,6233,sweet lobster salad
../Set_Q/review-218.txt,9714,9736,Cotechino
../Set_Q/review-218.txt,9738,9765,tuna ventresca
../Set_Q/review-218.txt,9767,9789,spaghetti
../Set_Q/review-218.txt,9815,9837,agnolotti
../Set_Q/review-218.txt,9874,9894,lobster
../Set_Q/review-219.txt,639,659,samosas
../Set_Q/review-219.txt,664,692,smoked eggplant
../Set_Q/review-219.txt,4065,4085,Samosas
../Set_Q/review-219.txt,4344,4368,carrot soup
../Set_Q/review-219.txt,4412,4443,fried curry leaves
../Set_Q/review-219.txt,4519,4538,shrimp
../Set_Q/review-219.txt,8093,8124,Goa shrimp ceviche
../Set_Q/review-219.txt,8126,8146,samosas
../Set_Q/review-219.txt,8197,8230,shrimp and chickpeas
../Set_Q/review-219.txt,8232,8256,masala fish
../Set_Q/review-219.txt,8370,8388,lassi
../Set_Q/review-219.txt,8390,8407,chai
../Set_Q/review-220.txt,370,389,burger
../Set_Q/review-220.txt,481,504,beef patty
../Set_Q/review-220.txt,964,982,salad
../Set_Q/review-220.txt,1565,1593,Chicken Tenders
../Set_Q/review-220.txt,1985,2006,sandwich
../Set_Q/review-220.txt,3752,3779,fried calamari
../Set_Q/review-220.txt,4132,4151,nachos
../Set_Q/review-220.txt,4275,4309,fried lasagna noodles
../Set_Q/review-220.txt,4522,4548,ground turkey
../Set_Q/review-220.txt,4616,4633,chai
../Set_Q/review-220.txt,5266,5302,slow-roasted pork shank
../Set_Q/review-220.txt,6496,6528,toasted marshmallow
../Set_Q/review-220.txt,6611,6629,fries
../Set_Q/review-221.txt,173,193,cookies
../Set_Q/review-221.txt,1548,1575,rice cake soup
../Set_Q/review-221.txt,1730,1759,spongy rice cake
../Set_Q/review-221.txt,1768,1796,hard-boiled egg
../Set_Q/review-221.txt,1824,1849,sambal tauco
../Set_Q/review-221.txt,2527,2551,egg noodles
../Set_Q/review-221.txt,2613,2642,shredded chicken
../Set_Q/review-221.txt,2713,2739,chicken broth
../Set_Q/review-222.txt,2405,2423,bread
../Set_Q/review-222.txt,2425,2442,soup
../Set_Q/review-222.txt,5275,5304,brussels sprouts
../Set_Q/review-222.txt,6307,6334,roasted carrot
../Set_Q/review-223.txt,201,227,Japanese garb
../Set_Q/review-223.txt,1416,1455,crispy Chinese egg noodles
../Set_Q/review-223.txt,1491,1526,chewy Italian linguine
../Set_Q/review-223.txt,1754,1779,jasmine rice
../Set_Q/review-223.txt,2192,2215,sushi rice
../Set_Q/review-223.txt,2592,2616,duck breast
../Set_Q/review-223.txt,2622,2648,ramen noodles
../Set_Q/review-223.txt,2958,2984,chicken wings
../Set_Q/review-223.txt,3441,3474,steamed Chinese buns
../Set_Q/review-224.txt,352,375,lamb chops
../Set_Q/review-224.txt,1020,1049,Black Angus beef
../Set_Q/review-224.txt,1051,1080,New Zealand lamb
../Set_Q/review-224.txt,1085,1111,Amish chicken
../Set_Q/review-224.txt,1393,1423,good halal burger
../Set_Q/review-224.txt,1598,1621,sesame bun
../Set_Q/review-224.txt,1696,1716,chutney
../Set_Q/review-224.txt,2368,2400,elongated meatballs
../Set_Q/review-224.txt,3507,3527,burgers
../Set_Q/review-224.txt,3532,3551,kebabs
../Set_Q/review-224.txt,3568,3586,steak
../Set_Q/review-225.txt,8,25,pita
../Set_Q/review-225.txt,348,366,pizza
../Set_Q/review-225.txt,1860,1879,Hummus
../Set_Q/review-225.txt,2030,2052,chickpeas
../Set_Q/review-225.txt,2198,2229,small-batch tahini
../Set_Q/review-225.txt,2496,2526,half-torn parsley
../Set_Q/review-225.txt,2565,2584,hummus
../Set_Q/review-225.txt,3041,3070,ground hazelnuts
../Set_Q/review-225.txt,3157,3181,ground lamb
../Set_Q/review-225.txt,4992,5011,Hummus
../Set_Q/review-225.txt,5438,5456,pasta
../Set_Q/review-226.txt,318,341,fish sauce
../Set_Q/review-226.txt,1659,1676,rice
../Set_Q/review-226.txt,1686,1703,rice
../Set_Q/review-226.txt,1754,1774,Chicken
../Set_Q/review-226.txt,1852,1879,ground chicken
../Set_Q/review-226.txt,2093,2117,noodle soup
../Set_Q/review-226.txt,2666,2686,Oysters
../Set_Q/review-226.txt,4590,4610,pancake
../Set_Q/review-226.txt,4728,4753,sausage roll
../Set_Q/review-226.txt,4760,4792,peppery ground pork
../Set_Q/review-227.txt,14,47,little soup dumpling
../Set_Q/review-227.txt,394,440,giant shaggy pork-belly meatballs
../Set_Q/review-227.txt,529,555,chicken thigh
../Set_Q/review-227.txt,646,668,mushrooms
../Set_Q/review-227.txt,1065,1092,ground chicken
../Set_Q/review-227.txt,2458,2485,soup dumplings
../Set_Q/review-227.txt,3485,3523,protein-rich wheat gluten
../Set_Q/review-227.txt,3731,3753,Pork buns
../Set_Q/review-227.txt,3911,3938,soup dumplings
../Set_Q/review-227.txt,4214,4240,cabbage salad
../Set_Q/review-227.txt,4385,4415,fried sticky rice
../Set_Q/review-227.txt,4495,4528,demure pumpkin cakes
../Set_Q/review-228.txt,85,108,egg whites
../Set_Q/review-228.txt,1366,1391,spring rolls
../Set_Q/review-228.txt,1469,1502,pepper-sheathed nubs
../Set_Q/review-228.txt,1528,1563,piquillo pepper purée
../Set_Q/review-228.txt,2379,2396,lamb
../Set_Q/review-228.txt,2424,2450,smoked yogurt
../Set_Q/review-228.txt,2522,2560,ricotta-and-spinach gnudi
../Set_Q/review-228.txt,4047,4077,chocolate cremeux
../Set_Q/review-229.txt,2495,2527,chilled sliced veal
../Set_Q/review-229.txt,2778,2795,veal
../Set_Q/review-229.txt,2874,2891,beef
../Set_Q/review-229.txt,2915,2942,wild mushrooms
../Set_Q/review-229.txt,2956,2983,Parmesan chips
../Set_Q/review-229.txt,3258,3287,soft-poached egg
../Set_Q/review-229.txt,3390,3418,white asparagus
../Set_Q/review-229.txt,4349,4368,Pastas
../Set_Q/review-229.txt,4481,4515,muddy stuffed chicken
../Set_Q/review-229.txt,4657,4680,jowl bacon
../Set_Q/review-229.txt,4944,4964,ravioli
../Set_Q/review-229.txt,5187,5209,spaghetti
../Set_Q/review-229.txt,6304,6325,Desserts
../Set_Q/review-229.txt,6399,6420,hazelnut
../Set_Q/review-230.txt,281,301,sausage
../Set_Q/review-230.txt,949,978,crispy lamb ribs
../Set_Q/review-230.txt,1060,1084,grassy meat
../Set_Q/review-230.txt,2131,2151,hot dog
../Set_Q/review-230.txt,3803,3829,iceberg salad
../Set_Q/review-230.txt,4140,4159,burger
../Set_Q/review-230.txt,4275,4302,sirloin burger
