file name,start offset,end offset,negative sample
../Set_P/review-034.txt,93,104,is that you
../Set_P/review-034.txt,93,96,is 
../Set_P/review-034.txt,96,104,that you
../Set_P/review-034.txt,1056,1071,night fare that
../Set_P/review-034.txt,319,325,night 
../Set_P/review-034.txt,1062,1071,fare that
../Set_P/review-034.txt,974,992,whose portfolio of
../Set_P/review-034.txt,974,980,whose 
../Set_P/review-034.txt,980,992,portfolio of
../Set_P/review-035.txt,143,158,repeat the feat
../Set_P/review-035.txt,143,150,repeat 
../Set_P/review-035.txt,150,158,the feat
../Set_P/review-035.txt,1990,2017,friendliness and efficiency
../Set_P/review-035.txt,1990,2003,friendliness 
../Set_P/review-035.txt,2003,2017,and efficiency
../Set_P/review-035.txt,1308,1325,is nicely crunchy
../Set_P/review-035.txt,382,385,is 
../Set_P/review-035.txt,1311,1325,nicely crunchy
../Set_P/review-035.txt,0,20,Hill Country Chicken
../Set_P/review-035.txt,0,5,Hill 
../Set_P/review-035.txt,5,20,Country Chicken
../Set_P/review-035.txt,160,175,down the street
../Set_P/review-035.txt,160,165,down 
../Set_P/review-035.txt,165,175,the street
../Set_P/review-035.txt,1140,1157,crunch and pepper
../Set_P/review-035.txt,1140,1147,crunch 
../Set_P/review-035.txt,1147,1157,and pepper
../Set_P/review-035.txt,95,113,barbecue can exist
../Set_P/review-035.txt,95,104,barbecue 
../Set_P/review-035.txt,104,113,can exist
../Set_P/review-035.txt,2258,2272,New York dudes
../Set_P/review-035.txt,2258,2262,New 
../Set_P/review-035.txt,2262,2272,York dudes
../Set_P/review-035.txt,1461,1474,hot sauce and
../Set_P/review-035.txt,1461,1465,hot 
../Set_P/review-035.txt,1465,1474,sauce and
../Set_P/review-035.txt,1338,1347,t make up
../Set_P/review-035.txt,81,83,t 
../Set_P/review-035.txt,1340,1347,make up
../Set_P/review-036.txt,650,659,to mind a
../Set_P/review-036.txt,312,315,to 
../Set_P/review-036.txt,653,659,mind a
../Set_P/review-036.txt,1586,1601,adding salt and
../Set_P/review-036.txt,1586,1593,adding 
../Set_P/review-036.txt,1593,1601,salt and
../Set_P/review-036.txt,787,798,In New York
../Set_P/review-036.txt,787,790,In 
../Set_P/review-036.txt,790,798,New York
../Set_P/review-036.txt,1089,1098,then as a
../Set_P/review-036.txt,1089,1094,then 
../Set_P/review-036.txt,1004,1008,as a
../Set_P/review-036.txt,1567,1577,is done in
../Set_P/review-036.txt,54,57,is 
../Set_P/review-036.txt,1570,1577,done in
../Set_P/review-036.txt,1511,1529,thick French fries
../Set_P/review-036.txt,1511,1517,thick 
../Set_P/review-036.txt,1517,1529,French fries
../Set_P/review-036.txt,562,585,subtle ministrations of
../Set_P/review-036.txt,562,569,subtle 
../Set_P/review-036.txt,569,585,ministrations of
../Set_P/review-036.txt,164,179,a blazing white
../Set_P/review-036.txt,148,150,a 
../Set_P/review-036.txt,166,179,blazing white
../Set_P/review-036.txt,352,370,and everywhere the
../Set_P/review-036.txt,223,227,and 
../Set_P/review-036.txt,356,370,everywhere the
../Set_P/review-036.txt,1446,1464,yogurt sauce laced
../Set_P/review-036.txt,1446,1453,yogurt 
../Set_P/review-036.txt,1453,1464,sauce laced
../Set_P/review-037.txt,60,71,The name of
../Set_P/review-037.txt,60,64,The 
../Set_P/review-037.txt,64,71,name of
../Set_P/review-037.txt,202,222,artisans believe all
../Set_P/review-037.txt,202,211,artisans 
../Set_P/review-037.txt,211,222,believe all
../Set_P/review-037.txt,189,201,way the best
../Set_P/review-037.txt,189,193,way 
../Set_P/review-037.txt,193,201,the best
../Set_P/review-037.txt,2290,2301,But such is
../Set_P/review-037.txt,1537,1541,But 
../Set_P/review-037.txt,2294,2301,such is
../Set_P/review-037.txt,125,144,translates from the
../Set_P/review-037.txt,125,136,translates 
../Set_P/review-037.txt,136,144,from the
../Set_P/review-037.txt,2315,2341,having something eminently
../Set_P/review-037.txt,2315,2322,having 
../Set_P/review-037.txt,2322,2341,something eminently
../Set_P/review-037.txt,273,286,bring out the
../Set_P/review-037.txt,273,279,bring 
../Set_P/review-037.txt,279,286,out the
../Set_P/review-037.txt,2251,2263,to cost more
../Set_P/review-037.txt,270,273,to 
../Set_P/review-037.txt,2254,2263,cost more
../Set_P/review-037.txt,90,105,bakery on Smith
../Set_P/review-037.txt,90,97,bakery 
../Set_P/review-037.txt,97,105,on Smith
../Set_P/review-037.txt,246,257,with a dark
../Set_P/review-037.txt,246,251,with 
../Set_P/review-037.txt,251,257,a dark
../Set_P/review-038.txt,1945,1959,the meaning of
../Set_P/review-038.txt,84,88,the 
../Set_P/review-038.txt,1949,1959,meaning of
../Set_P/review-038.txt,284,300,bearing his name
../Set_P/review-038.txt,284,292,bearing 
../Set_P/review-038.txt,292,300,his name
../Set_P/review-038.txt,197,208,He would be
../Set_P/review-038.txt,197,200,He 
../Set_P/review-038.txt,200,208,would be
../Set_P/review-038.txt,2123,2147,Victorian mansions where
../Set_P/review-038.txt,2123,2133,Victorian 
../Set_P/review-038.txt,2133,2147,mansions where
../Set_P/review-038.txt,226,249,attractive dining scene
../Set_P/review-038.txt,226,237,attractive 
../Set_P/review-038.txt,237,249,dining scene
../Set_P/review-038.txt,209,225,pleased with the
../Set_P/review-038.txt,209,217,pleased 
../Set_P/review-038.txt,217,225,with the
../Set_P/review-038.txt,1920,1931,With only a
../Set_P/review-038.txt,1920,1925,With 
../Set_P/review-038.txt,1925,1931,only a
../Set_P/review-038.txt,0,17,The Castello Plan
../Set_P/review-038.txt,0,4,The 
../Set_P/review-038.txt,4,17,Castello Plan
../Set_P/review-038.txt,343,360,additions is this
../Set_P/review-038.txt,343,353,additions 
../Set_P/review-038.txt,353,360,is this
../Set_P/review-038.txt,2028,2051,consciously a throwback
../Set_P/review-038.txt,2028,2040,consciously 
../Set_P/review-038.txt,2040,2051,a throwback
../Set_P/review-039.txt,240,249,What do I
../Set_P/review-039.txt,240,245,What 
../Set_P/review-039.txt,245,249,do I
../Set_P/review-039.txt,394,408,a back counter
../Set_P/review-039.txt,152,154,a 
../Set_P/review-039.txt,396,408,back counter
../Set_P/review-039.txt,610,628,limited means into
../Set_P/review-039.txt,610,618,limited 
../Set_P/review-039.txt,618,628,means into
../Set_P/review-039.txt,592,609,have turned their
../Set_P/review-039.txt,592,597,have 
../Set_P/review-039.txt,597,609,turned their
../Set_P/review-039.txt,152,168,a raised eyebrow
../Set_P/review-039.txt,152,154,a 
../Set_P/review-039.txt,154,168,raised eyebrow
../Set_P/review-039.txt,930,943,for those who
../Set_P/review-039.txt,106,110,for 
../Set_P/review-039.txt,934,943,those who
../Set_P/review-039.txt,114,139,distinctive expression as
../Set_P/review-039.txt,114,126,distinctive 
../Set_P/review-039.txt,126,139,expression as
../Set_P/review-039.txt,298,309,t look much
../Set_P/review-039.txt,194,196,t 
../Set_P/review-039.txt,300,309,look much
../Set_P/review-039.txt,361,376,drinks and food
../Set_P/review-039.txt,361,368,drinks 
../Set_P/review-039.txt,368,376,and food
../Set_P/review-039.txt,266,280,s is comically
../Set_P/review-039.txt,5,7,s 
../Set_P/review-039.txt,268,280,is comically
../Set_P/review-040.txt,310,325,prices to match
../Set_P/review-040.txt,310,317,prices 
../Set_P/review-040.txt,317,325,to match
../Set_P/review-040.txt,423,438,room that works
../Set_P/review-040.txt,423,428,room 
../Set_P/review-040.txt,428,438,that works
../Set_P/review-040.txt,495,506,in the back
../Set_P/review-040.txt,495,498,in 
../Set_P/review-040.txt,498,506,the back
../Set_P/review-040.txt,612,627,teaches most of
../Set_P/review-040.txt,612,620,teaches 
../Set_P/review-040.txt,620,627,most of
../Set_P/review-040.txt,1269,1284,in Italian reds
../Set_P/review-040.txt,495,498,in 
../Set_P/review-040.txt,1272,1284,Italian reds
../Set_P/review-040.txt,1435,1451,bone marrow with
../Set_P/review-040.txt,1435,1440,bone 
../Set_P/review-040.txt,1440,1451,marrow with
../Set_P/review-040.txt,474,494,with communal tables
../Set_P/review-040.txt,273,278,with 
../Set_P/review-040.txt,479,494,communal tables
../Set_P/review-040.txt,102,115,court for New
../Set_P/review-040.txt,102,108,court 
../Set_P/review-040.txt,108,115,for New
../Set_P/review-040.txt,291,309,ambitious food and
../Set_P/review-040.txt,291,301,ambitious 
../Set_P/review-040.txt,301,309,food and
../Set_P/review-040.txt,1242,1253,But you won
../Set_P/review-040.txt,1242,1246,But 
../Set_P/review-040.txt,1246,1253,you won
../Set_P/review-041.txt,1185,1201,order during the
../Set_P/review-041.txt,1185,1191,order 
../Set_P/review-041.txt,1191,1201,during the
../Set_P/review-041.txt,382,400,steel bowl instead
../Set_P/review-041.txt,382,388,steel 
../Set_P/review-041.txt,388,400,bowl instead
../Set_P/review-041.txt,330,349,and cilantro leaves
../Set_P/review-041.txt,330,334,and 
../Set_P/review-041.txt,334,349,cilantro leaves
../Set_P/review-041.txt,1296,1313,lobby cafe before
../Set_P/review-041.txt,1296,1302,lobby 
../Set_P/review-041.txt,1302,1313,cafe before
../Set_P/review-041.txt,130,147,almost nothing in
../Set_P/review-041.txt,130,137,almost 
../Set_P/review-041.txt,137,147,nothing in
../Set_P/review-041.txt,2167,2182,option offers a
../Set_P/review-041.txt,2167,2174,option 
../Set_P/review-041.txt,2174,2182,offers a
../Set_P/review-041.txt,2198,2212,see that movie
../Set_P/review-041.txt,2198,2202,see 
../Set_P/review-041.txt,2202,2212,that movie
../Set_P/review-041.txt,1172,1184,You can also
../Set_P/review-041.txt,1172,1176,You 
../Set_P/review-041.txt,1176,1184,can also
../Set_P/review-041.txt,1209,1226,State law forbids
../Set_P/review-041.txt,1209,1215,State 
../Set_P/review-041.txt,1215,1226,law forbids
../Set_P/review-041.txt,93,101,s on the
../Set_P/review-041.txt,93,95,s 
../Set_P/review-041.txt,95,101,on the
../Set_P/review-042.txt,130,145,this roomy spot
../Set_P/review-042.txt,130,135,this 
../Set_P/review-042.txt,135,145,roomy spot
../Set_P/review-042.txt,1636,1650,boring as that
../Set_P/review-042.txt,1636,1643,boring 
../Set_P/review-042.txt,1643,1650,as that
../Set_P/review-042.txt,67,84,s empire includes
../Set_P/review-042.txt,67,69,s 
../Set_P/review-042.txt,69,84,empire includes
../Set_P/review-042.txt,146,162,that opened this
../Set_P/review-042.txt,146,151,that 
../Set_P/review-042.txt,151,162,opened this
../Set_P/review-042.txt,1723,1746,are wholly professional
../Set_P/review-042.txt,329,333,are 
../Set_P/review-042.txt,1727,1746,wholly professional
../Set_P/review-042.txt,18,37,North Eighth Street
../Set_P/review-042.txt,18,24,North 
../Set_P/review-042.txt,24,37,Eighth Street
../Set_P/review-042.txt,1584,1597,Betto is more
../Set_P/review-042.txt,1584,1590,Betto 
../Set_P/review-042.txt,1590,1597,is more
../Set_P/review-042.txt,1625,1635,but not as
../Set_P/review-042.txt,611,615,but 
../Set_P/review-042.txt,1629,1635,not as
../Set_P/review-042.txt,1679,1692,because it is
../Set_P/review-042.txt,1679,1687,because 
../Set_P/review-042.txt,1687,1692,it is
../Set_P/review-042.txt,1764,1781,menu is extremely
../Set_P/review-042.txt,450,455,menu 
../Set_P/review-042.txt,1769,1781,is extremely
../Set_P/review-043.txt,1734,1746,at that hour
../Set_P/review-043.txt,178,181,at 
../Set_P/review-043.txt,1737,1746,that hour
../Set_P/review-043.txt,186,202,desk before your
../Set_P/review-043.txt,186,191,desk 
../Set_P/review-043.txt,191,202,before your
../Set_P/review-043.txt,1717,1733,s not unpleasant
../Set_P/review-043.txt,122,124,s 
../Set_P/review-043.txt,1719,1733,not unpleasant
../Set_P/review-043.txt,70,87,During lunch rush
../Set_P/review-043.txt,70,77,During 
../Set_P/review-043.txt,77,87,lunch rush
../Set_P/review-043.txt,203,220,computer logs you
../Set_P/review-043.txt,203,212,computer 
../Set_P/review-043.txt,212,220,logs you
../Set_P/review-043.txt,1830,1839,of a bowl
../Set_P/review-043.txt,437,440,of 
../Set_P/review-043.txt,1833,1839,a bowl
../Set_P/review-043.txt,114,130,functions like a
../Set_P/review-043.txt,114,124,functions 
../Set_P/review-043.txt,124,130,like a
../Set_P/review-043.txt,1896,1908,might be the
../Set_P/review-043.txt,1896,1902,might 
../Set_P/review-043.txt,1902,1908,be the
../Set_P/review-043.txt,173,185,back at your
../Set_P/review-043.txt,173,178,back 
../Set_P/review-043.txt,178,185,at your
../Set_P/review-043.txt,0,24,Onya Japanese Restaurant
../Set_P/review-043.txt,0,5,Onya 
../Set_P/review-043.txt,5,24,Japanese Restaurant
../Set_P/review-044.txt,770,785,Neither man was
../Set_P/review-044.txt,770,778,Neither 
../Set_P/review-044.txt,778,785,man was
../Set_P/review-044.txt,164,178,the measure of
../Set_P/review-044.txt,164,168,the 
../Set_P/review-044.txt,168,178,measure of
../Set_P/review-044.txt,118,130,and a couple
../Set_P/review-044.txt,97,101,and 
../Set_P/review-044.txt,122,130,a couple
../Set_P/review-044.txt,786,806,present this evening
../Set_P/review-044.txt,786,794,present 
../Set_P/review-044.txt,794,806,this evening
../Set_P/review-044.txt,214,225,This is not
../Set_P/review-044.txt,214,219,This 
../Set_P/review-044.txt,219,225,is not
../Set_P/review-044.txt,715,735,opened Bar Americain
../Set_P/review-044.txt,715,722,opened 
../Set_P/review-044.txt,0,13,Bar Americain
../Set_P/review-044.txt,819,829,no drag on
../Set_P/review-044.txt,819,822,no 
../Set_P/review-044.txt,822,829,drag on
../Set_P/review-044.txt,745,768,with Laurence Kretchmer
../Set_P/review-044.txt,745,750,with 
../Set_P/review-044.txt,750,768,Laurence Kretchmer
../Set_P/review-044.txt,194,208,years into its
../Set_P/review-044.txt,194,200,years 
../Set_P/review-044.txt,200,208,into its
../Set_P/review-044.txt,131,145,walks into Bar
../Set_P/review-044.txt,131,137,walks 
../Set_P/review-044.txt,137,145,into Bar
../Set_P/review-045.txt,764,777,no cumin lamb
../Set_P/review-045.txt,764,767,no 
../Set_P/review-045.txt,767,777,cumin lamb
../Set_P/review-045.txt,76,91,the dinner rush
../Set_P/review-045.txt,76,80,the 
../Set_P/review-045.txt,80,91,dinner rush
../Set_P/review-045.txt,452,464,take a while
../Set_P/review-045.txt,452,457,take 
../Set_P/review-045.txt,457,464,a while
../Set_P/review-045.txt,215,228,ready to play
../Set_P/review-045.txt,215,221,ready 
../Set_P/review-045.txt,221,228,to play
../Set_P/review-045.txt,499,509,You want a
../Set_P/review-045.txt,396,400,You 
../Set_P/review-045.txt,503,509,want a
../Set_P/review-045.txt,828,842,the arrival in
../Set_P/review-045.txt,76,80,the 
../Set_P/review-045.txt,832,842,arrival in
../Set_P/review-045.txt,792,804,no soup from
../Set_P/review-045.txt,764,767,no 
../Set_P/review-045.txt,795,804,soup from
../Set_P/review-045.txt,843,854,New York of
../Set_P/review-045.txt,608,612,New 
../Set_P/review-045.txt,847,854,York of
../Set_P/review-045.txt,236,261,Everywhere were snapshots
../Set_P/review-045.txt,236,247,Everywhere 
../Set_P/review-045.txt,247,261,were snapshots
../Set_P/review-045.txt,439,451,but it would
../Set_P/review-045.txt,439,443,but 
../Set_P/review-045.txt,443,451,it would
../Set_P/review-046.txt,1386,1397,s does best
../Set_P/review-046.txt,8,10,s 
../Set_P/review-046.txt,1388,1397,does best
../Set_P/review-046.txt,2190,2210,couple behind Joseph
../Set_P/review-046.txt,2190,2197,couple 
../Set_P/review-046.txt,2197,2210,behind Joseph
../Set_P/review-046.txt,206,222,of peanut butter
../Set_P/review-046.txt,83,86,of 
../Set_P/review-046.txt,209,222,peanut butter
../Set_P/review-046.txt,189,205,carries the kind
../Set_P/review-046.txt,189,197,carries 
../Set_P/review-046.txt,197,205,the kind
../Set_P/review-046.txt,802,817,seated talks in
../Set_P/review-046.txt,802,809,seated 
../Set_P/review-046.txt,809,817,talks in
../Set_P/review-046.txt,848,864,and sriracha for
../Set_P/review-046.txt,407,411,and 
../Set_P/review-046.txt,852,864,sriracha for
../Set_P/review-046.txt,2291,2297,s is a
../Set_P/review-046.txt,8,10,s 
../Set_P/review-046.txt,1943,1947,is a
../Set_P/review-046.txt,2262,2279,The context helps
../Set_P/review-046.txt,834,838,The 
../Set_P/review-046.txt,2266,2279,context helps
../Set_P/review-046.txt,171,188,tin ceilings that
../Set_P/review-046.txt,171,175,tin 
../Set_P/review-046.txt,175,188,ceilings that
../Set_P/review-046.txt,96,118,every neighborhood has
../Set_P/review-046.txt,96,102,every 
../Set_P/review-046.txt,102,118,neighborhood has
../Set_P/review-047.txt,469,483,the Duchess of
../Set_P/review-047.txt,83,87,the 
../Set_P/review-047.txt,473,483,Duchess of
../Set_P/review-047.txt,640,651,s Paris Bar
../Set_P/review-047.txt,105,107,s 
../Set_P/review-047.txt,642,651,Paris Bar
../Set_P/review-047.txt,575,593,mainstay since the
../Set_P/review-047.txt,575,584,mainstay 
../Set_P/review-047.txt,584,593,since the
../Set_P/review-047.txt,369,391,Martin Schreiber print
../Set_P/review-047.txt,369,376,Martin 
../Set_P/review-047.txt,376,391,Schreiber print
../Set_P/review-047.txt,97,115,ambitious and well
../Set_P/review-047.txt,97,107,ambitious 
../Set_P/review-047.txt,107,115,and well
../Set_P/review-047.txt,895,911,become the taste
../Set_P/review-047.txt,895,902,become 
../Set_P/review-047.txt,902,911,the taste
../Set_P/review-047.txt,356,368,at the giant
../Set_P/review-047.txt,356,359,at 
../Set_P/review-047.txt,359,368,the giant
../Set_P/review-047.txt,692,710,in Sondheim lyrics
../Set_P/review-047.txt,324,327,in 
../Set_P/review-047.txt,695,710,Sondheim lyrics
../Set_P/review-047.txt,517,526,s a glass
../Set_P/review-047.txt,105,107,s 
../Set_P/review-047.txt,519,526,a glass
../Set_P/review-047.txt,242,259,the banquettes up
../Set_P/review-047.txt,83,87,the 
../Set_P/review-047.txt,246,259,banquettes up
../Set_P/review-048.txt,2201,2215,bottle of wine
../Set_P/review-048.txt,2201,2208,bottle 
../Set_P/review-048.txt,2208,2215,of wine
../Set_P/review-048.txt,2271,2287,s company enough
../Set_P/review-048.txt,115,117,s 
../Set_P/review-048.txt,2273,2287,company enough
../Set_P/review-048.txt,1950,1969,the takeout counter
../Set_P/review-048.txt,105,109,the 
../Set_P/review-048.txt,1954,1969,takeout counter
../Set_P/review-048.txt,2514,2530,primed for their
../Set_P/review-048.txt,2514,2521,primed 
../Set_P/review-048.txt,2521,2530,for their
../Set_P/review-048.txt,2230,2246,Come with people
../Set_P/review-048.txt,2230,2235,Come 
../Set_P/review-048.txt,2235,2246,with people
../Set_P/review-048.txt,2341,2353,t forget you
../Set_P/review-048.txt,149,151,t 
../Set_P/review-048.txt,2343,2353,forget you
../Set_P/review-048.txt,536,547,But you can
../Set_P/review-048.txt,536,540,But 
../Set_P/review-048.txt,540,547,you can
../Set_P/review-048.txt,536,547,But you can
../Set_P/review-048.txt,536,540,But 
../Set_P/review-048.txt,540,547,you can
../Set_P/review-048.txt,2582,2593,to an early
../Set_P/review-048.txt,125,128,to 
../Set_P/review-048.txt,2585,2593,an early
../Set_P/review-048.txt,2037,2055,It certainly doesn
../Set_P/review-048.txt,2037,2040,It 
../Set_P/review-048.txt,2040,2055,certainly doesn
../Set_P/review-049.txt,370,385,To complete the
../Set_P/review-049.txt,370,373,To 
../Set_P/review-049.txt,373,385,complete the
../Set_P/review-049.txt,1069,1086,ginger and yellow
../Set_P/review-049.txt,1069,1076,ginger 
../Set_P/review-049.txt,1076,1086,and yellow
../Set_P/review-049.txt,302,315,s a marvelous
../Set_P/review-049.txt,90,92,s 
../Set_P/review-049.txt,304,315,a marvelous
../Set_P/review-049.txt,999,1021,includes new creations
../Set_P/review-049.txt,999,1008,includes 
../Set_P/review-049.txt,1008,1021,new creations
../Set_P/review-049.txt,328,342,You can almost
../Set_P/review-049.txt,328,332,You 
../Set_P/review-049.txt,332,342,can almost
../Set_P/review-049.txt,442,458,Some people like
../Set_P/review-049.txt,442,447,Some 
../Set_P/review-049.txt,447,458,people like
../Set_P/review-049.txt,1233,1249,clever snacks by
../Set_P/review-049.txt,1233,1240,clever 
../Set_P/review-049.txt,1240,1249,snacks by
../Set_P/review-049.txt,408,430,shortbread is balanced
../Set_P/review-049.txt,408,419,shortbread 
../Set_P/review-049.txt,419,430,is balanced
../Set_P/review-049.txt,92,108,at Whitehall are
../Set_P/review-049.txt,92,95,at 
../Set_P/review-049.txt,95,108,Whitehall are
../Set_P/review-049.txt,459,469,to dunk it
../Set_P/review-049.txt,268,271,to 
../Set_P/review-049.txt,462,469,dunk it
../Set_P/review-050.txt,340,356,s platonic ideal
../Set_P/review-050.txt,58,60,s 
../Set_P/review-050.txt,342,356,platonic ideal
../Set_P/review-050.txt,373,382,s full of
../Set_P/review-050.txt,58,60,s 
../Set_P/review-050.txt,375,382,full of
../Set_P/review-050.txt,383,403,rootsy Brooklyn good
../Set_P/review-050.txt,383,390,rootsy 
../Set_P/review-050.txt,390,403,Brooklyn good
../Set_P/review-050.txt,310,332,Rucola reflects Boerum
../Set_P/review-050.txt,310,317,Rucola 
../Set_P/review-050.txt,317,332,reflects Boerum
../Set_P/review-050.txt,165,183,eat breakfast over
../Set_P/review-050.txt,165,169,eat 
../Set_P/review-050.txt,169,183,breakfast over
../Set_P/review-050.txt,237,255,about the children
../Set_P/review-050.txt,237,243,about 
../Set_P/review-050.txt,243,255,the children
../Set_P/review-050.txt,257,274,Everyone fills up
../Set_P/review-050.txt,257,266,Everyone 
../Set_P/review-050.txt,266,274,fills up
../Set_P/review-050.txt,68,88,the elaborate window
../Set_P/review-050.txt,68,72,the 
../Set_P/review-050.txt,72,88,elaborate window
../Set_P/review-050.txt,89,110,ironwork onto natural
../Set_P/review-050.txt,89,98,ironwork 
../Set_P/review-050.txt,98,110,onto natural
../Set_P/review-050.txt,45,67,Daylight pours through
../Set_P/review-050.txt,45,54,Daylight 
../Set_P/review-050.txt,54,67,pours through
../Set_P/review-051.txt,855,866,a Greek god
../Set_P/review-051.txt,11,13,a 
../Set_P/review-051.txt,857,866,Greek god
../Set_P/review-051.txt,832,846,a reference to
../Set_P/review-051.txt,11,13,a 
../Set_P/review-051.txt,834,846,reference to
../Set_P/review-051.txt,1244,1262,signs of potential
../Set_P/review-051.txt,1244,1250,signs 
../Set_P/review-051.txt,1250,1262,of potential
../Set_P/review-051.txt,1097,1110,is not watery
../Set_P/review-051.txt,507,510,is 
../Set_P/review-051.txt,1100,1110,not watery
../Set_P/review-051.txt,995,1014,s truer inspiration
../Set_P/review-051.txt,74,76,s 
../Set_P/review-051.txt,997,1014,truer inspiration
../Set_P/review-051.txt,1230,1243,But there are
../Set_P/review-051.txt,1230,1234,But 
../Set_P/review-051.txt,1234,1243,there are
../Set_P/review-051.txt,969,981,has been the
../Set_P/review-051.txt,969,973,has 
