file name,start offset,end offset,dish name
../Set_P/review-050.txt,794,851,heirloom carrots are enriched with hazelnuts
../Set_P/review-050.txt,871,898,branzino crudo
../Set_P/review-050.txt,974,992,pasta
../Set_P/review-050.txt,1012,1033,rigatoni
../Set_P/review-050.txt,1148,1172,meaty fluke
../Set_P/review-050.txt,1257,1285,Bone-in chicken
../Set_P/review-050.txt,1338,1358,polenta
../Set_P/review-050.txt,1382,1405,sandwiches
../Set_P/review-050.txt,1413,1436,Fried eggs
../Set_P/review-050.txt,1536,1560,sesame roll
../Set_P/review-050.txt,1732,1751,Salads
../Set_P/review-050.txt,1951,1986,dark chocolate pudding
../Set_P/review-051.txt,229,283,lamb and beef meatballs with sesame cream
../Set_P/review-051.txt,291,330,cured tongue with couscous
../Set_P/review-051.txt,341,388,roasted leaves of brussels sprouts
../Set_P/review-051.txt,394,438,herb-marinated butternut squash
../Set_P/review-051.txt,1295,1383,"tiny beet cubes, pickled 
, frisée, earthy chestnut cream and spicy cheese"
../Set_P/review-051.txt,1561,1589,Zucchini slices
../Set_P/review-051.txt,1688,1720,vegetable antipasti
../Set_P/review-051.txt,1764,1807,melted red cabbage and turnips
../Set_P/review-051.txt,1863,1886,roast pork
../Set_P/review-051.txt,2054,2074,cannoli
../Set_P/review-051.txt,2189,2212,cheesecake
../Set_P/review-051.txt,2326,2354,rosemary gelato
../Set_P/review-052.txt,264,296,cabbage and sausage
../Set_P/review-052.txt,1165,1201,cured meats and cheeses
../Set_P/review-052.txt,1259,1288,roasted sausages
../Set_P/review-052.txt,1444,1470,pork shoulder
../Set_P/review-052.txt,1580,1608,fried shiitakes
../Set_P/review-052.txt,1736,1766,Tyrolean niçoise
../Set_P/review-052.txt,1774,1798,Skirt steak
../Set_P/review-052.txt,1809,1841,roasted fish fillet
../Set_P/review-053.txt,536,554,Tacos
../Set_P/review-053.txt,593,620,braised tongue
../Set_P/review-053.txt,727,763,smoky red morita pepper
../Set_P/review-053.txt,768,803,creamy green tomatillo
../Set_P/review-053.txt,845,867,guacamole
../Set_P/review-053.txt,1106,1128,pork chop
../Set_P/review-053.txt,1205,1238,herb-roasted chicken
../Set_P/review-053.txt,1321,1352,Pan-seared tilapia
../Set_P/review-053.txt,1461,1492,Seafood enchiladas
../Set_P/review-053.txt,1568,1610,tortilla chips in chilaquiles
../Set_P/review-053.txt,1988,2008,churros
../Set_P/review-054.txt,779,800,crostini
../Set_P/review-054.txt,1437,1460,pork aspic
../Set_P/review-054.txt,2075,2118,penne with roasted cauliflower
../Set_P/review-054.txt,2148,2172,pasta rings
../Set_P/review-054.txt,2296,2330,una marea di formaggi
../Set_P/review-054.txt,2490,2513,spaghettis
../Set_P/review-054.txt,2710,2733,clam pasta
../Set_P/review-054.txt,2785,2805,lasagna
../Set_P/review-054.txt,2816,2845,plump maccheroni
../Set_P/review-054.txt,2998,3047,wine-braised beef shank with polenta
../Set_P/review-054.txt,3062,3084,pork chop
../Set_P/review-054.txt,3169,3202,lemon olive oil cake
../Set_P/review-054.txt,3204,3238,chocolate-walnut cake
../Set_P/review-054.txt,3243,3267,panna cotta
../Set_P/review-055.txt,1275,1303,cochinita pibil
../Set_P/review-055.txt,1463,1486,quesadilla
../Set_P/review-055.txt,1655,1676,guisados
../Set_P/review-055.txt,1956,1992,crab-and-mango tostadas
../Set_P/review-056.txt,980,998,pasta
../Set_P/review-056.txt,1543,1577,sautéed bay scallops
../Set_P/review-056.txt,1659,1689,fresh tagliatelle
../Set_P/review-057.txt,806,836,one-pound lobster
../Set_P/review-057.txt,860,893,roasted garlic aioli
../Set_P/review-057.txt,917,941,fluke crudo
../Set_P/review-057.txt,1136,1163,pain au levain
../Set_P/review-057.txt,1373,1405,Gruyère-and-surimi
../Set_P/review-057.txt,1536,1571,Sweet littleneck clams
../Set_P/review-057.txt,1692,1712,brisket
../Set_P/review-057.txt,1760,1794,fried oyster sandwich
../Set_P/review-058.txt,81,101,Churros
../Set_P/review-058.txt,1056,1076,bikinis
../Set_P/review-058.txt,1266,1286,bocatas
../Set_P/review-058.txt,1340,1375,crunchy calamari loops
../Set_P/review-059.txt,468,486,pizza
../Set_P/review-059.txt,519,547,sausage sliders
../Set_P/review-059.txt,566,600,jicama and corn-shoot
../Set_P/review-059.txt,742,771,fresh kale salad
../Set_P/review-059.txt,819,849,wood-fired pizzas
../Set_P/review-059.txt,871,908,San Marzano tomato sauce
../Set_P/review-059.txt,923,947,orecchiette
../Set_P/review-059.txt,1021,1043,crab meat
../Set_P/review-059.txt,1080,1110,Dixie-fied Cubano
../Set_P/review-059.txt,1196,1215,burger
../Set_P/review-059.txt,1718,1759,hot lemon-blueberry zeppoles
../Set_P/review-059.txt,1806,1829,lemon curd
../Set_P/review-059.txt,1845,1877,beer-salted caramel
../Set_P/review-059.txt,1952,1978,Evil Twin Yin
../Set_P/review-059.txt,2009,2036,imperial stout
../Set_P/review-060.txt,905,937,frisée aux lardons
../Set_P/review-060.txt,1018,1050,metallic onion soup
../Set_P/review-060.txt,1072,1090,toast
../Set_P/review-060.txt,1151,1183,Ça Va steak frites
../Set_P/review-060.txt,1335,1361,crispy rabbit
../Set_P/review-061.txt,94,112,steak
../Set_P/review-061.txt,621,650,veal sweetbreads
../Set_P/review-061.txt,812,849,24-ounce bone-in rib-eye
../Set_P/review-061.txt,1150,1168,wagyu
../Set_P/review-061.txt,1248,1283,bone-in New York strip
../Set_P/review-061.txt,1492,1514,veal chop
../Set_P/review-061.txt,1595,1614,burger
../Set_P/review-061.txt,1683,1727,grapefruit and honey cheesecake
../Set_P/review-062.txt,724,750,frisée salad
../Set_P/review-062.txt,820,856,skillet-roasted chicken
../Set_P/review-062.txt,958,976,skate
../Set_P/review-063.txt,206,240,Speedy Romeo’s pies
../Set_P/review-063.txt,557,575,pizza
../Set_P/review-064.txt,1155,1179,smoked fish
../Set_P/review-064.txt,1280,1310,filet of sturgeon
../Set_P/review-064.txt,1848,1868,pelmeni
../Set_P/review-065.txt,184,213,bangers and mash
../Set_P/review-065.txt,234,266,Victoria spongecake
../Set_P/review-065.txt,345,366,crumpets
../Set_P/review-065.txt,371,392,kedgeree
../Set_P/review-065.txt,404,429,parsnip soup
../Set_P/review-065.txt,439,461,meat pies
../Set_P/review-065.txt,1134,1157,sandwiches
../Set_P/review-065.txt,1405,1438,steak and kidney pie
../Set_P/review-065.txt,1555,1578,Scotch egg
../Set_P/review-065.txt,1843,1879,chocolate-sea salt tart
../Set_P/review-065.txt,1944,1971,toffee pudding
../Set_P/review-066.txt,687,716,oxtail marmalade
../Set_P/review-066.txt,721,747,rabbit confit
../Set_P/review-066.txt,1000,1037,anchovies piled on toast
../Set_P/review-066.txt,1145,1165,lentils
../Set_P/review-066.txt,1170,1187,kale
../Set_P/review-066.txt,1414,1466,"potpie of chicken, rabbit and mushrooms"
../Set_P/review-066.txt,1474,1512,"blue 
 in a pool of honey"
../Set_P/review-066.txt,1519,1586,oily-soft bread with crisp shreds of bittersweet onion
../Set_P/review-066.txt,1612,1632,mussels
../Set_P/review-066.txt,1792,1811,omelet
../Set_P/review-066.txt,1829,1865,horseradish cream sauce
../Set_P/review-066.txt,1883,1912,chocolate mousse
../Set_P/review-067.txt,117,137,falafel
../Set_P/review-067.txt,402,428,chickpea orbs
../Set_P/review-067.txt,1208,1240,eggplant à la Yafa
../Set_P/review-068.txt,334,353,bo zai
../Set_P/review-068.txt,805,833,Chinese sausage
../Set_P/review-068.txt,835,859,minced pork
../Set_P/review-068.txt,864,888,fatty bacon
../Set_P/review-068.txt,925,972,Chinese sausage and preserved duck
../Set_P/review-068.txt,1344,1385,silver fish with pepper salt
../Set_P/review-068.txt,1472,1490,salad
../Set_P/review-068.txt,1500,1532,sautéed pea shoots
../Set_P/review-068.txt,1580,1603,crispy pig
../Set_P/review-068.txt,1632,1675,Milk and egg-white ginger flan
../Set_P/review-068.txt,1736,1779,black-sesame-filled rice balls
../Set_P/review-069.txt,994,1023,Roman lamb chops
../Set_P/review-069.txt,1031,1067,tortellini from Bologna
../Set_P/review-069.txt,1078,1112,Piedmontese bean stew
../Set_P/review-069.txt,1180,1199,Salumi
../Set_P/review-069.txt,1371,1399,vitello tonnato
../Set_P/review-069.txt,1499,1563,tortelloni stuffed with smoked and fresh mozzarella
../Set_P/review-069.txt,1700,1730,thin-crust pizzas
../Set_P/review-069.txt,1828,1850,Tiramisù
../Set_P/review-069.txt,1852,1875,ice creams
../Set_P/review-069.txt,1877,1897,sorbets
../Set_P/review-069.txt,1936,1960,bongo-bongo
../Set_P/review-069.txt,2005,2031,pine nut tart
../Set_P/review-070.txt,64,85,Pastrami
../Set_P/review-070.txt,370,398,deli sandwiches
../Set_P/review-070.txt,670,698,beef sandwiches
../Set_P/review-070.txt,981,1002,sandwich
../Set_P/review-070.txt,1129,1149,brisket
../Set_P/review-070.txt,1601,1624,wallflower
../Set_P/review-071.txt,1023,1045,crab meat
../Set_P/review-071.txt,1050,1073,sea urchin
../Set_P/review-071.txt,1080,1101,eggplant
../Set_P/review-071.txt,1106,1128,chickpeas
../Set_P/review-071.txt,1258,1286,smoked eggplant
../Set_P/review-071.txt,1351,1373,flatbread
../Set_P/review-071.txt,1380,1417,whole fried grape leaves
../Set_P/review-071.txt,1425,1454,chili-walnut dip
../Set_P/review-071.txt,1465,1489,fried squid
../Set_P/review-071.txt,1627,1660,sesame-studded pitas
../Set_P/review-071.txt,1841,1865,adana kebab
../Set_P/review-071.txt,1867,1891,lamb ground
../Set_P/review-071.txt,1985,2017,crisp phyllo shreds
../Set_P/review-072.txt,180,213,raw and tempura kale
../Set_P/review-072.txt,756,781,mizuna salad
../Set_P/review-072.txt,894,923,Brussels sprouts
../Set_P/review-072.txt,995,1020,pork banh mi
../Set_P/review-072.txt,1114,1148,fried-eggplant slider
../Set_P/review-072.txt,1184,1210,Chicken wings
../Set_P/review-072.txt,1356,1374,ramen
../Set_P/review-073.txt,57,100,horseradish and bacon sandwich
../Set_P/review-073.txt,351,399,Spanish peanuts and pickled carrots
../Set_P/review-073.txt,406,449,Crisp toast and melted Cheddar
../Set_P/review-073.txt,464,495,rotisserie chicken
../Set_P/review-073.txt,1063,1097,chopped liver stuffed
../Set_P/review-073.txt,1127,1170,chocolate-covered marshmallows
../Set_P/review-073.txt,1175,1196,pretzels
../Set_P/review-073.txt,1220,1241,hot dogs
../Set_P/review-073.txt,1278,1315,hard-boiled-egg sandwich
../Set_P/review-073.txt,1428,1459,polenta with ramps
../Set_P/review-073.txt,1466,1504,sautéed soft-shell crabs
../Set_P/review-073.txt,1515,1538,whole fish
../Set_P/review-073.txt,1639,1664,bracing kale
../Set_P/review-073.txt,2096,2114,bread
../Set_P/review-073.txt,2116,2135,pastry
../Set_P/review-073.txt,2159,2178,babkas
../Set_P/review-073.txt,2184,2217,fresh cake doughnuts
../Set_P/review-074.txt,990,1007,pies
../Set_P/review-074.txt,1012,1033,calzones
../Set_P/review-074.txt,1295,1329,wide and bubbling pie
../Set_P/review-075.txt,673,693,goulash
../Set_P/review-075.txt,703,752,quark dumplings with buttery spinach
../Set_P/review-075.txt,1514,1580,yellowtail with avocado and  Austrian pumpkinseed oil
../Set_P/review-075.txt,1623,1682,egg salad sandwich showered with fiery paprika
../Set_P/review-075.txt,1777,1833,spaetzle pan-fried with shrimp and broccoli
../Set_P/review-106.txt,1379,1427,"Guinean stew of sweet potato
leaves"
../Set_P/review-106.txt,2396,2419,lamb shank
../Set_P/review-106.txt,2537,2576,tilapia mobbed with ginger
../Set_P/review-106.txt,2578,2618,chicken slapped with spices
../Set_P/review-107.txt,1509,1532,beet salad
../Set_P/review-107.txt,1569,1593,duck confit
../Set_P/review-107.txt,1615,1647,pan-roasted halibut
../Set_P/review-107.txt,1685,1713,roasted chicken
../Set_P/review-107.txt,2159,2179,sliders
../Set_P/review-107.txt,2290,2320,meatloaf sandwich
../Set_P/review-107.txt,2600,2624,duck breast
../Set_P/review-107.txt,2629,2654,hanger steak
../Set_P/review-107.txt,4128,4146,salad
../Set_P/review-107.txt,4375,4398,pork belly
../Set_P/review-107.txt,4996,5016,lasagna
../Set_P/review-107.txt,6467,6498,pork belly sliders
../Set_P/review-107.txt,6500,6530,meatloaf sandwich
../Set_P/review-107.txt,6532,6563,grilled pork belly
../Set_P/review-107.txt,6565,6599,smoked sturgeon salad
../Set_P/review-107.txt,6601,6633,grilled duck breast
../Set_P/review-107.txt,6635,6663,roasted chicken
../Set_P/review-108.txt,404,422,wahoo
../Set_P/review-108.txt,4226,4251,Caesar salad
../Set_P/review-108.txt,4320,4352,roasted duck breast
../Set_P/review-108.txt,4797,4821,melon salad
../Set_P/review-108.txt,4930,4951,Croutons
../Set_P/review-109.txt,988,1007,crepes
../Set_P/review-109.txt,1055,1087,chicken forestière
../Set_P/review-109.txt,1507,1536,chicken sandwich
../Set_P/review-109.txt,2421,2448,fish and chips
../Set_P/review-109.txt,2623,2643,Burgers
../Set_P/review-109.txt,2878,2903,French fries
../Set_P/review-109.txt,3813,3842,chocolate mousse
../Set_P/review-109.txt,3844,3889,"tiramisù
with strata of Nutella"
../Set_P/review-109.txt,3891,3939,mascarpone buoyed by whipping cream
../Set_P/review-109.txt,3945,3975,crushed speculoos
../Set_P/review-109.txt,3977,4017,"Belgian
shortbread biscuits"
../Set_P/review-109.txt,4101,4127,custard tarts
../Set_P/review-110.txt,80,103,fried rice
../Set_P/review-110.txt,2661,2688,scrambled eggs
../Set_P/review-110.txt,2830,2865,sweet-salty lap cheung
../Set_P/review-110.txt,2899,2954,bacon and baby shrimp sluiced with vinegar
../Set_P/review-110.txt,3693,3728,hard-boiled quail eggs
../Set_P/review-111.txt,815,850,noodle soup called pho
../Set_P/review-111.txt,1230,1250,banh mi
../Set_P/review-111.txt,1303,1326,sandwiches
../Set_P/review-111.txt,1499,1544,salad rolls with shrimp and pork
../Set_P/review-111.txt,1551,1590,crispy crab and pork rolls
../Set_P/review-111.txt,1606,1658,"cabbage
and   salad with prawn crackers"
../Set_P/review-112.txt,295,323,veal blanquette
../Set_P/review-112.txt,582,605,kale salad
../Set_P/review-112.txt,1707,1733,French boudin
../Set_P/review-112.txt,2080,2117,grilled branzino fillets
../Set_P/review-112.txt,2365,2391,plats du jour
../Set_P/review-112.txt,2732,2770,buckwheat-scallion crepes
../Set_P/review-112.txt,2795,2814,crepes
../Set_P/review-112.txt,3005,3028,pot au pho
../Set_P/review-112.txt,3096,3128,brown beef bouillon
../Set_P/review-112.txt,3854,3889,milk-chocolate mousse 
../Set_P/review-113.txt,2795,2820,roasted beet
../Set_P/review-113.txt,2968,3000,peppery green salad
../Set_P/review-113.txt,3622,3648,steak tartare
../Set_P/review-113.txt,3696,3732,crisp-cooked artichokes
../Set_P/review-113.txt,4093,4115,pork chop
../Set_P/review-113.txt,4521,4562,short rigatoni with pancetta
../Set_P/review-113.txt,5310,5338,Steamed mussels
../Set_P/review-113.txt,5711,5767,roast chicken with crisp little fingerlings
../Set_P/review-114.txt,443,472,Spanish mackerel
../Set_P/review-114.txt,1311,1342,roasted satsumaimo
../Set_P/review-114.txt,3049,3074,beef tartare
../Set_P/review-114.txt,3721,3759,"stew of merguez
meatballs"
../Set_P/review-114.txt,4713,4738,butter curls
../Set_P/review-115.txt,2202,2242,"creamy chicken-liver
mousse"
../Set_P/review-115.txt,2254,2291,briny peekytoe crab meat
../Set_P/review-115.txt,2298,2357,roasted portobellos scented with celery leaves
../Set_P/review-115.txt,2722,2776,"shaved fluke with grapefruit and
tarragon"
../Set_P/review-115.txt,2929,2964,baby leeks vinaigrette
../Set_P/review-115.txt,3270,3305,Oven-roasted asparagus
../Set_P/review-115.txt,3352,3382,Treviso radicchio
../Set_P/review-115.txt,3786,3820,"weet
mackerel sashimi"
../Set_P/review-115.txt,3881,3900,Pastas
../Set_P/review-115.txt,3957,4016,black-pepper-showered cavatelli with guanciale
../Set_P/review-115.txt,4066,4085,pizzas
../Set_P/review-115.txt,5099,5141,"teamed halibut
with shiitakes"
../Set_P/review-115.txt,5228,5252,strip steak
../Set_P/review-115.txt,5484,5506,hamburger
../Set_P/review-115.txt,6068,6122,sundae comprised of salted caramel-peanut
../Set_P/review-115.txt,6129,6157,candied popcorn
../Set_P/review-116.txt,1262,1296,Black truffle risotto
../Set_P/review-116.txt,2240,2272,dark chocolate tart
../Set_P/review-116.txt,2398,2430,tortellini in brodo
../Set_P/review-116.txt,2623,2651,aged-duck ragù
../Set_P/review-116.txt,3164,3193,Sea urchin pasta
../Set_P/review-116.txt,3746,3774,saffron risotto
../Set_P/review-116.txt,4210,4245,hamachi in a soy sauce
../Set_P/review-116.txt,4412,4429,veal
../Set_P/review-116.txt,4841,4893,"Panna
cotta flavored with Fernet-Branca"
../Set_P/review-117.txt,172,194,tuna poke
../Set_P/review-117.txt,1640,1675,monkfish liver torchon
../Set_P/review-117.txt,2149,2175,garlic shrimp
../Set_P/review-117.txt,2746,2783,panko-crusted croquettes
../Set_P/review-117.txt,3007,3044,crumbled Chinese sausage
../Set_P/review-117.txt,4132,4162,smoked butterfish
../Set_P/review-117.txt,5608,5641,cardamom panna cotta
../Set_P/review-117.txt,5706,5736,"fried beef
tendon"
../Set_P/review-117.txt,5814,5843,bacon tater tots
../Set_P/review-118.txt,1153,1185,frisée and lardons
../Set_P/review-118.txt,1288,1338,"pissaladière topped with
limp onions"
../Set_P/review-118.txt,1398,1428,celery rémoulade
